"sp_taxon_1";"sp_taxon_2";"value";"type"
"Fish eating birds";"Indigenous catfishes";"0.34";"predation"
"Fish eating birds";"Snake heads";"0.13";"predation"
"Fish eating birds";"Mozambique Tilapia";"0.16";"predation"
"Fish eating birds";"Nile Tilapia";"0.3";"predation"
"Fish eating birds";"Pearl spots";"0.15";"predation"
"Fish eating birds";"Major carps";"0.64";"predation"
"African catfish";"Indigenous catfishes";"0.254";"predation"
"African catfish";"Snake heads";"0.012";"predation"
"African catfish";"Mozambique Tilapia";"0.058";"predation"
"African catfish";"Nile Tilapia";"0.23";"predation"
"African catfish";"Pearl spots";"0.156";"predation"
"African catfish";"Major carps";"0.148";"predation"
"African catfish";"Dipterans";"0.142";"predation"
"Indigenous catfishes";"Dipterans";"0.298";"predation"
"Indigenous catfishes";"Zooplankton";"0.042";"predation"
"Indigenous catfishes";"Macrophytes";"0.066";"herbivory"
"Indigenous catfishes";"Phytoplankton";"0.214";"herbivory"
"Indigenous catfishes";"Detritus";"0.38";"commensalism"
"Snake heads";"Dipterans";"0.289";"predation"
"Snake heads";"Zoobenthos";"0.093";"predation"
"Snake heads";"Zooplankton";"0.012";"predation"
"Snake heads";"Detritus";"0.244";"commensalism"
"Mozambique Tilapia";"Dipterans";"0.328";"predation"
"Mozambique Tilapia";"Zoobenthos";"0.013";"predation"
"Mozambique Tilapia";"Zooplankton";"0.129";"predation"
"Mozambique Tilapia";"Macrophytes";"0.032";"herbivory"
"Mozambique Tilapia";"Phytoplankton";"0.002";"herbivory"
"Mozambique Tilapia";"Detritus";"0.496";"commensalism"
"Nile Tilapia";"Zooplankton";"0.21";"predation"
"Nile Tilapia";"Macrophytes";"0.034";"herbivory"
"Nile Tilapia";"Phytoplankton";"0.254";"herbivory"
"Nile Tilapia";"Detritus";"0.502";"commensalism"
"Pearl spots";"Zooplankton";"0.174";"predation"
"Pearl spots";"Macrophytes";"0.246";"herbivory"
"Pearl spots";"Phytoplankton";"0.128";"herbivory"
"Pearl spots";"Detritus";"0.452";"commensalism"
"Major carps";"Zooplankton";"0.147";"predation"
"Major carps";"Macrophytes";"0.214";"herbivory"
"Major carps";"Phytoplankton";"0.297";"herbivory"
"Major carps";"Detritus";"0.342";"commensalism"
"Dipterans";"Zooplankton";"0.35";"predation"
"Dipterans";"Phytoplankton";"0.129";"herbivory"
"Dipterans";"Detritus";"0.521";"commensalism"
"Zoobenthos";"Zooplankton";"0.288";"predation"
"Zoobenthos";"Phytoplankton";"0.196";"herbivory"
"Zoobenthos";"Detritus";"0.543";"commensalism"
"Zooplankton";"Macrophytes";"0.294";"herbivory"
"Zooplankton";"Phytoplankton";"0.456";"herbivory"
"Zooplankton";"Detritus";"0.25";"commensalism"
