"name";"bold";"eol";"tsn";"ncbi"
"Dytiscidae";"1168";"11307027";"111963";"50515"
"Caridina nilotica";"166053";"11944275";"660036";"446220"
"Trichoptera";"99";"11819346";NA;"30263"
"Baetidae";"1687";"11819585";"100755";"172515"
"Anisoptera";"424389";"22250519";"101594";"6962"
"Gyraulus costulatus";NA;"14747854";NA;"191789"
"Plantae";NA;"14141855";NA;NA
"Crocodylus niloticus";"81934";"11298608";"202200";"8501"
"Cichlidae";"23531";"11288514";"169770";"8113"
"Barbus innocens";NA;"22441431";"688586";NA
"Serranochromis robustus";"256234";"13782930";"649304";"50903"
"Naucoris";"353893";"13181649";"1053876";"280200"
"Clarias mellandi";NA;NA;NA;NA
"Barbus paludinosus";NA;"13328464";"688687";"1911125"
"Alestes imberi";NA;"22405591";NA;NA
"Zygoptera";"259390";"21924401";"102042";"50488"
"Opsaridium microcephalum";"387229";"14833129";"689547";"1854464"
"Oreochromis shiranus";"387230";"24642884";"648857";"1448876"
"Oreochromis saka";NA;"30801955";"648854";NA
"Oreochromis squamipinnis";NA;"18657946";"648859";"1448877"
"Micronecta";"198468";"13149265";NA;"236827"
"Barbus";"71191";"16285635";"163627";"40829"
"Segmentorbis angustum";NA;NA;NA;NA
"Lymnaea";"6046";"11148025";"76488";"6522"
"Haplochromis similis";NA;"22411902";NA;NA
"Clarias mossambicus";NA;"15123101";NA;NA
"Maylandia zebra";"171575";"20937526";NA;"106582"
"Hydropsychidae";"1469";"11324727";"115398";"41030"
"Afronurus";"192927";"13330679";NA;"309622"
"Schizopera consimilis";NA;"6585277";"87857";NA
"Neoperla spio";NA;"19593071";NA;NA
"Potamonautes lirrangensis";"79107";"18645761";NA;"304471"
"Eubrianax";"164664";"24406875";NA;"195194"
"Elmidae";"1165";"11964584";NA;"186980"
"Haplochromis pardalis";NA;NA;NA;NA
"Haplochromis polyodon";NA;NA;NA;NA
"Haplochromis kiwinge";NA;"22411929";NA;"163619"
"Pseudotropheus elongatus";"387757";"21640589";"170007";"445509"
"Pseudotropheus tropheops";NA;"22441409";"170011";"95543"
"Pseudotropheus minutus";NA;"22413376";"648885";NA
"Pseudotropheus auratus";NA;"22413185";NA;NA
"Pseudotropheus fuscus";NA;"24643050";"648877";NA
"Labeotropheus fuelleborni";"779413";"21472407";"169956";"57307"
"Labeotropheus trewavasae";NA;"21516373";"169957";"120210"
"Haplochromis guentheri";NA;NA;NA;NA
"Haplochromis fenestratus";NA;"22411909";NA;"120225"
"Mastacembelus shiranus";"387228";"18658392";"650063";"762279"
"Bathyclarias worthingtoni";NA;"24643026";"681137";"125851"
"Labidochromis vellicans";NA;"22413033";"649148";"323776"
"Labidochromis caeruleus";"387788";"21034460";"649132";"50897"
"Haplochromis euchilus";NA;"22411939";NA;"316406"
"Haplochromis ornatus";NA;"22412308";NA;"526960"
"Pseudotropheus fuscoides";NA;"29232786";"648876";NA
"Cynotilapia afra";"494257";"21094548";"649087";"205486"
"Melanochromis melanopterus";NA;"24642770";"648735";"28814"
"Varicorhinus nyasensis";NA;NA;NA;NA
"Corbicula africana";"650397";"14739241";NA;"1333964"
"Melanoides tuberculata";"27890";"17752439";NA;"55729"
"Vallisneria";"126254";"11990739";NA;"26336"
"Engraulicypris sardella";"267474";"20979108";"639587";"1108576"
"Microcyclops nyasae";NA;"24639566";NA;NA
"Lanistes procerus";NA;"16405352";NA;NA
"Haplochromis johnstoni";NA;NA;NA;"445508"
"Labeobarbus litamba";NA;"30664091";"689358";NA
"Haplochromis dimidiatus";NA;NA;NA;NA
"Haplochromis rostratus";NA;NA;NA;NA
"Haplochromis";"158228";"13517908";"648490";"8121"
"Rhamphochromis";"494326";"21646961";"649281";"28824"
"Lethrinops brevis";NA;NA;NA;NA
"Synodontis zambesensis";NA;"7165866";NA;NA
"Lethrinops";"498289";"21900216";"649327";"32504"
"Lethrinops furcifer";NA;"21900216";"649498";"163627"
"Barbus eurystomus";NA;"31159953";"688550";NA
"Haplochromis mola";NA;NA;NA;"445511"
"Barbus johnstoni";NA;NA;NA;NA
"Haplochromis moori";NA;NA;NA;NA
"Oreochromis aureus";"105550";"12368668";"553308";"47969"
"Labeo mesops";NA;"16406777";"689314";NA
"Haplochromis chrysonotus";NA;"20007243";NA;"323762"
