"original_name";"name_clear"
"Tubificidae sp. (Oligochaeta)";"Tubificidae"
"Naididae sp. (Oligochaeta)";"Naididae"
"Lumbricidae sp. (Oligochaeta)";"Lumbricidae"
"Angrobia sp. (Mollusca - Gastropoda)";"Angrobia"
"Glacidorbis hedleyi (Mollusca - Gastropoda)";"Glacidorbis hedleyi"
"Sphaerium tasmanicum (Mollusca - Bivalvia)";"Sphaerium tasmanicum"
"Paramerina sp. (Diptera - Chironomidae)";"Paramerina"
"Riethia sp. (Diptera - Chironomidae)";"Riethia"
"Cricotopus annuliventrus (Diptera - Chironomidae)";"Cricotopus annuliventrus"
"Rheotanytarsus sp. (Diptera - Chironomidae)";"Rheotanytarsus"
"Parakieferiella sp. (Diptera - Chironomidae)";"Parakieferiella"
"Thienmaniella trivittata (Diptera - Chironomidae)";"Thienmaniella trivittata"
"Chironomidae sp. (Chironomidae - Diptera)";"Chironomidae"
"Orthocladiinae sp. 8 (Chironomidae - Diptera)";"Orthocladiinae"
"Tanypod sp. (Chironomidae - Diptera)";"Tanypod"
"Agapetus kimminsii (Trichoptera - Glossomatidae)";"Agapetus kimminsii"
"Koorononga pilosa (Ephemeroptera - Leptophlebiidae)";"Koorononga pilosa"
"Riekoperla rugosa (Pisces - Glossomatidae)";"Riekoperla rugosa"
"Illiesoperla australis (Pisces - Glossomatidae)";"Illiesoperla australis"
"Austrocerca tillyardi (Pisces - Gripopterygidae)";"Austrocerca tillyardi"
"Acruroperla atra (Pisces - Austroperlidae)";"Acruroperla atra"
"Dinotoperla serricauda (Pisces - Gripopterygidae)";"Dinotoperla serricauda"
"Necterosoma penicillatus - adult (Chironomidae - Dytiscidae)";"Necterosoma penicillatus"
"Macrogyrus oblongus - adult (Chironomidae  - Gyrinidae)";"Macrogyrus oblongus"
"Macrocyclops albidus (Copepoda)";"Macrocyclops albidus"
"Amorphous detritus";"Detritus"
"Dead cellular plant material";"Dead cellular plant material"
"Tetraedron sp.";"Tetraedron"
"Tabellaria sp.";"Tabellaria"
"Navicula sp.";"Navicula"
"Algae spp.";"Algae"
"Terrestrial insects";"Insectae"
