"original_name";"name_clear"
"Tubificidae sp. (Oligochaeta)";"Tubificidae"
"Naididae sp. (Oligochaeta)";"Naididae"
"Lumbricidae sp. (Oligochaeta)";"Lumbricidae"
"Physastra gibbosa (Mollusca - Gastropoda)";"Physastra gibbosa"
"Glacidorbis hedleyi (Mollusca - Gastropoda)";"Glacidorbis hedleyi"
"Coelopynia sp. (Diptera - Chironomidae)";"Coelopynia"
"Riethia sp. (Diptera - Chironomidae)";"Riethia"
"Austrosimulium sp. (Diptera - Chironomidae)";"Austrosimulium"
"Tipulidae sp. 2 (Diptera)";"Tipulidae"
"Triplectides truncatus (Trichoptera - Leptoceridae)";"Triplectides truncatus"
"Koorononga pilosa (Ephemeroptera - Leptophlebiidae)";"Koorononga pilosa"
"Leptoperla bifida (Pisces - Gripopterygidae)";"Leptoperla bifida"
"Riekoperla rugosa (Pisces - Glossomatidae)";"Riekoperla rugosa"
"Illiesoperla australis (Pisces - Glossomatidae)";"Illiesoperla australis"
"Necterosoma penicillatus - adult (Chironomidae - Dytiscidae)";"Necterosoma penicillatus"
"Eucyclops sp. (Copepoda)";"Eucyclops"
"Macrocyclops albidus (Copepoda)";"Macrocyclops albidus"
"Ilyocypris australiensis (Crustacea - Ostracoda)";"Ilyocypris australiensis"
"Amorphous detritus";"Detritus"
"Dead cellular plant material";"Dead cellular plant material"
"Algae spp.";"Algae"
"Tetraedron sp.";"Tetraedron"
"Tabellaria sp.";"Tabellaria"
"Navicula sp.";"Navicula"
"Fungi";"Fungi"
