"original_name";"name_clear"
"Tubificidae sp. (Oligochaeta)";"Tubificidae"
"Naididae sp. (Oligochaeta)";"Naididae"
"Lumbricidae sp. (Oligochaeta)";"Lumbricidae"
"Angrobia sp. (Mollusca - Gastropoda)";"Angrobia"
"Glacidorbis hedleyi (Mollusca - Gastropoda)";"Glacidorbis hedleyi"
"Sphaerium tasmanicum (Mollusca - Bivalvia)";"Sphaerium tasmanicum"
"Paramerina sp. (Diptera - Chironomidae)";"Paramerina"
"Riethia sp. (Diptera - Chironomidae)";"Riethia"
"Cricotopus annuliventrus (Diptera - Chironomidae)";"Cricotopus annuliventrus"
"Parakieferiella sp. (Diptera - Chironomidae)";"Parakieferiella"
"Thienmaniella trivittata (Diptera - Chironomidae)";"Thienmaniella trivittata"
"Chironomidae sp. (Chironomidae - Diptera)";"Chironomidae"
"Orthocladiinae sp. 8 (Chironomidae - Diptera)";"Orthocladiinae"
"Tanypod sp. (Chironomidae - Diptera)";"Tanypod"
"Agapetus kimminsii (Trichoptera - Glossomatidae)";"Agapetus kimminsii"
"Koorononga pilosa (Ephemeroptera - Leptophlebiidae)";"Koorononga pilosa"
"Austrocerca tillyardi (Pisces - Gripopterygidae)";"Austrocerca tillyardi"
"Acruroperla atra (Pisces - Austroperlidae)";"Acruroperla atra"
"Dinotoperla serricauda (Pisces - Gripopterygidae)";"Dinotoperla serricauda"
"Ilyocypris australiensis (Crustacea - Ostracoda)";"Ilyocypris australiensis"
"Afrochiltonia australis (Crustacea - Amphipoda)";"Afrochiltonia australis"
"Amorphous detritus";"Detritus"
"Dead cellular plant material";"Dead cellular plant material"
"Tetraedron sp.";"Tetraedron"
"Tabellaria sp.";"Tabellaria"
"Navicula sp.";"Navicula"
"Algae spp.";"Algae"
