"name";"bold";"eol";"tsn";"ncbi"
"Justicia galapagana";NA;NA;NA;NA
"Tetramerium nervosum";"314982";"46178666";"505456";"76385"
"Catharanthus roseus";"306393";"59951607";"30168";"4058"
"Vallesia glabra";"345346";"52971958";"565592";NA
"Ageratum conyzoides";"306587";"50884129";"36481";"68299"
"Bidens pilosa";"390057";"57239720";"35731";"42337"
"Darwiniothamnus tenuifolius";NA;"50880322";NA;"200651"
"Encelia hispida";NA;"52950269";NA;"372417"
"Jaegeria gracilis";NA;"52950282";NA;NA
"Macraea laricifolia";"655073";"52964096";NA;NA
"Scalesia affinis";"655048";"52958310";NA;NA
"Scalesia beurii";NA;NA;NA;NA
"Scalesia helleri";"422224";"57238562";NA;"481600"
"Scalesia pedunculata";"422223";"57238563";NA;"481601"
"Scalesia";"422221";"52958310";"813077";"481597"
"Sonchus oleraceus";"101064";"52938061";"38427";"50207"
"Cordia leucophlyctis";"616413";"60962828";NA;"912712"
"Cordia lutea";"655055";"57266999";NA;"222083"
"Cordia";"463419";"57266998";"31748";"79331"
"Tournefortia psilostachya";"655054";"57267149";NA;"168371"
"Tournefortia rufo-sericea";NA;NA;NA;NA
"Brassica campestris";"494489";NA;NA;"145471"
"Bursera graveolens";"315110";"57297730";NA;"300214"
"Opuntia echios";"419672";"50865435";NA;"412453"
"Opuntia helleri";"419674";NA;NA;"1001115"
"Opuntia megasperma";"419680";"50865490";NA;"1001117"
"Opuntia";"179642";"57219316";"19697";"106975"
"Caesalpinia pulcherrima";"210540";"61401075";"26511";"53846"
"Cassia picta";NA;NA;NA;NA
"Parkinsonia aculeata";"428630";"61401725";"26826";"58886"
"Canna";"390069";"50830366";"19118";"4627"
"Ipomoea linearifolia";NA;NA;NA;NA
"Ipomoea pes-caprae";"655034";"50899897";"524174";"89656"
"Ipomoea";"264324";"46186440";"30763";"4119"
"Mormordica charantia";NA;NA;NA;NA
"Croton scouleri";"655065";"52840117";"1032740";"1639640"
"Euphorbia cyathophora";"485648";"46212692";"28060";"216473"
"Crotalaria incana";"204711";"61401149";"26571";"46447"
"Galactea striata";NA;NA;NA;NA
"Geoffroea spinosa";"428152";"52888136";NA;"135789"
"Piscidia carthagenesis";NA;NA;NA;NA
"Rhynchosia minima";"281289";"57290375";"504766";"132461"
"Vigna luteola";"373601";"61401984";"27016";"87075"
"Scaveola plumieri";NA;NA;NA;NA
"Persea maericana";NA;NA;NA;NA
"Mentzelia aspera";"430316";"46170513";"202470";"228042"
"Cuphea racemosa";"621140";"50943009";NA;"312595"
"Abelmoschus manihot";"593428";"61394379";"21771";"183220"
"Abutilon depauperatum";"655046";NA;NA;NA
"Bastardia viscosa";"294989";"52993619";"21779";NA
"Gossypium barbadense";"324106";"50940314";"21710";"3634"
"Gossypium";"252806";"50940340";"502820";"3633"
"Hibiscus teliaceus";NA;NA;NA;NA
"Malvastrum coromandelianum";"294878";"61394314";"503679";"108453"
"Sida acuta";"306656";"57300711";NA;"108357"
"Sida paniculata";NA;NA;NA;"108354"
"Sida rhombifolia";"204777";"57300731";"21731";"108377"
"Miconia robinsoniana";"655043";"52857418";NA;"477120"
"Acacia insulae-iacobi";"655041";"52873303";NA;NA
"Acacia macracantha";"315244";"50926025";NA;"284494"
"Inga edulis";"209433";"57284883";"506320";"199163"
"Prosopis juliflora";"315073";"46211012";"565434";"13230"
"Nolana galapagensis";"438810";"50898373";NA;"84185"
"Bougainvillea spectabilis";"553334";"54398796";"895413";"146096"
"Commicarpus tuberosus";NA;NA;NA;NA
"Cryptocarpus pyriformis";"314975";NA;NA;NA
"Mirabilis jalapa";"351091";"50859726";NA;"3538"
"Passiflora foetida";"393773";"61403099";"529422";"159421"
"Plumbago scandens";NA;NA;NA;"2038230"
"Setaria geniculta";NA;NA;NA;NA
"Polygonum opelousanum";NA;NA;NA;"488005"
"Chicocca alba";NA;NA;NA;NA
"Coffea arabica";"331199";"57251485";"35190";"13443"
"Diodia radula";NA;NA;NA;NA
"Psychotria rufipes";NA;"52975061";NA;"544628"
"Cardiospermum galapageium";NA;NA;NA;NA
"Bacopa monniera";NA;NA;NA;"263974"
"Galvezia leucantha";NA;NA;NA;"1851239"
"Castela galapageia";"655064";NA;NA;NA
"Cacabus miersii";NA;NA;NA;NA
"Capsicum frutescens";"446585";"57253745";NA;"4073"
"Lycopersicon cheesmanii";NA;NA;NA;"142759"
"Physalis pubescens";"438740";"50898443";NA;"300354"
"Waltheria ovata";"655051";NA;NA;NA
"Clerodendrum molle";NA;NA;NA;NA
"Lantana peducularis";NA;NA;NA;NA
"Phyla";"439292";"51124840";"32197";"86858"
"Stachtarpheta cayanensis";NA;NA;NA;NA
"Leptotes parrhasioides";NA;NA;NA;NA
"acrididae";NA;"52098801";NA;"7002"
"Toxomerus crockeri";NA;"51991092";NA;NA
"Wasmannia auropunctata";"74407";"55765014";"590351";"64793"
"Xylocopa darwini";NA;"52189256";"766691";"1570020"
"Atteva hysginiella";"187083";"52291351";NA;"753632"
"Darwinysius marginalis";NA;NA;NA;NA
"Goniozus";"150187";"59976240";NA;"454363"
"Lepidanthrax tinctus";NA;"51964243";NA;NA
"gelechioidea";NA;"51209484";"117914";"37581"
"tortricidae";NA;"51211388";"117856";"7139"
"Olcella";"328772";"51879916";"147922";"540875"
"Orthoperus";"167707";"51829860";"779779";"347421"
"Heliothis cystiphora";NA;NA;NA;NA
"pyralidae";NA;"51231060";"117641";"7135"
"Mythenteles";NA;"46441426";"134369";NA
"Rhinacloa";"198353";"55800192";"106807";"237213"
"Paratrechina longicornis";"18814";"46471220";NA;"262035"
"Tapinoma melanocephalum";"74398";"46466565";NA;"219810"
"Disclisioprocta stellata";"51012";"52343069";"941838";NA
"Amblycerus piurae";NA;NA;NA;NA
"Camponotus planus";NA;"55761478";"587496";NA
"Chrysopa";"152592";"46504137";"666257";"76806"
"Euchrombius ocellus";NA;NA;NA;NA
"hemerobiidae";NA;"57067783";"115080";"50435"
"Hypasclera collenettei";NA;NA;NA;NA
"Hypasclera";NA;"55683877";"719539";NA
"Manduca rustica";"20490";"52349607";"936099";"325849"
"Melipotis indomita";"90034";"52365074";"939491";"1485846"
"Metacanthus galapagensis";NA;NA;NA;NA
"Monomorium floricola";"8902";"55770024";NA;"612295"
"Oxacis";NA;"55683810";"719490";NA
"Paratrechina vaga";NA;"52162414";NA;"614001"
"Perepitragus fascipes";NA;NA;NA;NA
"Utetheisa galapagensis";NA;"52392527";NA;NA
"Psedoplusia includens";NA;NA;NA;NA
"Frankliniella";"51827";"52484451";"695323";"45059"
"cicadellidae";NA;"57353158";"109171";"30102"
"Mordellistena galapagensis";NA;NA;NA;NA
"Ammophorus";NA;"51819708";NA;NA
"grillidae";NA;NA;NA;NA
"Tetramorium guineense";"315533";"52164133";"582434";NA
"Agrius cingulatus";NA;NA;NA;"40104"
"Cardiocondyla nuda";NA;"46474425";"588510";"606313"
"Naucles";NA;"46394226";"772409";NA
"Ornebius erraticus";NA;NA;NA;NA
"miridae";NA;"57353346";"104419";"30083"
"sphingidae";NA;"52347989";"117293";"7128"
