"name";"bold";"eol";"tsn";"ncbi"
"Heliozoa";NA;"22949936";"46114";NA
"Calanoides";"5749";"11938781";NA;"148997"
"Pelagobla";NA;NA;NA;NA
"Harpacticoida";"390";"11097662";"86110";"41212"
"Clio cuspidata";"650219";"12383433";"76367";"649052"
"Calanoides acutus";"32382";"12073510";"610031";"148998"
"Calanus propinquus";"655812";"12073526";"610032";"201616"
"Euchaeta antarctica";NA;"12073643";"667219";"201606"
"Euchirella rostromagna";NA;"12243400";"780027";"498140"
"Gaetanus tenuisplnus";NA;NA;NA;NA
"Haloptilus ocellatus";"655961";"22948640";"610042";"201675"
"Heterorhabdus austrinus";"651463";"12224383";"85926";"1267144"
"Metridia curticauda";NA;"12074810";"85738";"670708"
"Metridia gerlachei";"31026";"12223588";"85750";"201685"
"Oncaea antarctica";NA;"20294266";"610040";NA
"Pleuromamma robusta";"746550";"11946228";"85756";"1644136"
"Rhincalanus gigas";"31992";"12073506";"610045";"201687"
"Scaphocalanus farrani";NA;"12231425";NA;NA
"Scolecithricella cenotelis";NA;"12089510";NA;NA
"Spinocalanus abyssalis";"8203";"12082252";NA;"201682"
"Vibilia stebbingi";NA;"13010829";"95363";NA
"Euphausia frigida";NA;"12073603";"95517";"150492"
"Thysanoessa macrura";"15411";"12221403";"95581";"48146"
"Eukrohnia hamata";"216108";"12069595";"158691";"58920"
"Sagitta marri";"302384";"24902003";"158822";"52894"
"Notolepis coatsi";"72306";"29517216";"644728";"948063"
