"original_name";"name_clear"
"Hydrotaea armipes larvae";"Hydrotaea armipes"
"Sarcophaga sp. larvae";"Sarcophaga"
"Calliphora sp. larvae";"Calliphora"
"rabbit carcass";"Leporidae"
"Figites laevigatus";"Figites laevigatus"
"Aleochara curtula";"Aleochara curtula"
"Alysia manducator";"Alysia manducator"
"Metacantharis clypeata";"Metacantharis clypeata"
"Harpalus rufipes";"Harpalus rufipes"
"Pterostichus niger";"Pterostichus niger"
"Creophilis maxillosus";"Creophilus maxillosus"
"Thereva sp.";"Thereva"
"Nabis lativentris";"Nabis lativentris"
"Necrophorus humator";"Nicrophorus humator"
"N. vespillo";"Nicrophorus vespillo"
"Thanotophilus rugosus";"Thanotophilus rugosus"
"T. sinuatus";"Thanatophilus sinuatus"
"Ptomophagus subvillosus";"Ptomophagus subvillosus"
"Catops fuscus";"Catops fuscus"
"C. kirbii";"Catops kirbii"
"Saprinus semistriatus";"Saprinus semistriatus"
"Hister striola";"Hister striola"
"H. cadaverinus";"Hister cadaverinus"
"H. carbonarius";"Hister carbonarius"
"Lucilia sericata larvae";"Lucilia sericata"
"Myrmica laevinodes";"Myrmica laevinodes"
"Piophila varipes larvae";"Liopiophila varipes"
"P. foveolata larvae";"Piophila foveolata"
"Vespula vulgaris larvae";"Vespula vulgaris"
"Fannia scalaris larvae";"Fannia scalaris"
"Cercyon lateralis";"Cercyon lateralis"
"C. unipunctatus";"Cercyon unipunctatus"
