"original_name";"name_clear"
"Detritus";"Detritus"
"Sediment";"Sediment"
"Dinoflagellates";"Pyrrophycophyta"
"Macroalgae";"Algae"
"Diatoms";"Diatoms"
"Unid. Protista";"Unid. Protista"
"Polychaete";"Polychaeta"
"Zostera";"Zostera"
"Unid. Bacteria";"Bacteria"
"Crustacean Parts";"Crustacea"
"Ostracods";"Ostracoda"
"Gammaridean amphipods";"Gammaridean amphipods"
"Copepods";"Copepoda"
"Polychates";"Polychates"
"Ampithoe longimana";"Ampithoe longimana"
"Ampithoe valida";"Ampithoe valida"
"Caprella penantis";"Caprella penantis"
"Crangon";"Crangon"
"Cymadusa compta";"Cymadusa compta"
"Erichsonella attenuata";"Erichsonella attenuata"
"Gammarus mucronatus";"Gammarus mucronatus"
"Idotea balthica";"Idotea balthica"
"Palaemonetes";"Palaemonetes"
"Sygnathus fuscus";"Sygnathus fuscus"
"Callinectes sapidus";"Callinectes sapidus"
