"name";"bold";"eol";"tsn";"ncbi"
"Halichondria";"105641";"12367673";"48398";"6061"
"Actiniaria";"28212";"11093608";"52485";"6103"
"Ectoprocta";NA;"22471465";NA;"10205"
"Tonicella";"105225";"11937450";"78901";"256057"
"Acmaea mitra";"33165";"12096880";"69662";"119162"
"Katharina";"4653";"12924711";"913768";"34586"
"Pycnopodia";"82337";"15032706";"157273";"7613"
"Henricia";"99731";"11148817";"157157";"60577"
"Archidoris";"4610";"17116988";"78216";"146270"
"Dermasterias";"32892";"15038012";"157138";"7589"
"Thais canaliculata";NA;"20306656";NA;NA
"Emplectonema";"25924";"12141368";"57497";"6229"
"Thais lima";NA;NA;NA;NA
" Emplectonema";NA;NA;NA;"6229"
"Ceratostoma";"395155";"12272339";"73239";"693205"
