"sp_taxon_1";"sp_taxon_2";"value";"type"
"Fish-eating birds";"Tilapia";"0.73";"predation"
"Fish-eating birds";"Carp";"0.21";"predation"
"Fish-eating birds";"Garra";"0.06";"predation"
"Catfish";"Zoobenthos";"0.08";"predation"
"Catfish";"Mesocyclops";"0.26";"predation"
"Catfish";"Thermocyclops";"0.3";"predation"
"Catfish";"Cladocerans";"0.36";"predation"
"Tilapia";"Mesocyclops";"0.09";"predation"
"Tilapia";"Thermocyclops";"0.09";"predation"
"Tilapia";"Cladocerans";"0.2";"predation"
"Tilapia";"Phytoplankton";"0.5";"herbivory"
"Tilapia";"Detritus";"0.13";"commensalism"
"Carp";"Zoobenthos";"0.26";"predation"
"Carp";"Cladocerans";"0.09";"predation"
"Carp";"Phytoplankton";"0.36";"herbivory"
"Carp";"Detritus";"0.29";"commensalism"
"Garra";"Zoobenthos";"0.17";"predation"
"Garra";"Thermocyclops";"0.13";"predation"
"Garra";"Phytoplankton";"0.6";"herbivory"
"Garra";"Detritus";"0.1";"commensalism"
"Zoobenthos";"Zoobenthos";"0.08";"predation"
"Zoobenthos";"Cladocerans";"0.1";"predation"
"Zoobenthos";"Detritus";"0.82";"commensalism"
"Mesocyclops";"Thermocyclops";"0.23";"predation"
"Mesocyclops";"Cladocerans";"0.18";"predation"
"Mesocyclops";"Nauplii";"0.29";"predation"
"Mesocyclops";"Rotifers";"0.3";"predation"
"Thermocyclops";"Phytoplankton";"0.49";"herbivory"
"Thermocyclops";"Detritus";"0.51";"commensalism"
"Cladocerans";"Phytoplankton";"0.8";"herbivory"
"Cladocerans";"Detritus";"0.2";"commensalism"
"Nauplii";"Bacteria";"0.41";"predation"
"Nauplii";"Phytoplankton";"0.59";"herbivory"
"Rotifers";"Ciliates";"0.36";"predation"
"Rotifers";"Bacteria";"0.33";"predation"
"Rotifers";"Phytoplankton";"0.31";"herbivory"
"Ciliates";"Rotifers";"0.04";"predation"
"Ciliates";"Bacteria";"0.24";"predation"
"Ciliates";"Phytoplankton";"0.11";"herbivory"
"Ciliates";"Detritus";"0.61";"commensalism"
"Bacteria";"Phytoplankton";"0.3";"herbivory"
"Bacteria";"Detritus";"0.7";"commensalism"
