"name";"bold";"eol";"tsn";"ncbi"
"Sciaenidae";1856;12221293;169237;30870
"Elops";4061;12100339;49287;7927
"Lutjanidae";1858;12223558;168845;30850
"Carangidae";1851;11165701;168584;8157
"Centropomidae";586;12224883;167642;8184
"Ariidae";1313;12234161;44620;31017
"Haemulidae";1855;12222874;169055;30840
"Belonidae";1326;11173585;165546;94935
"Clupeidae";1252;11156554;NA;55118
"Gerreidae";422;12228147;169013;274463
"Poeciliidae";1259;12246333;165876;8079
"Gobioidei";NA;7199558;171745;8219
"Palaemonidae";1504;5922249;96213;6695
"Litopenaeus";28100;6081126;551681;133894
"Chanidae";1375;12224244;162836;29142
"Gastropoda";92;11145968;566854;6448
"Macrophytes";NA;NA;NA;NA
