"original_name";"name_clear"
"Detritus";"Detritus"
"Periphyton";"Periphyton"
"Phytoplankton";"Phytoplankton"
"Daphnia pulex";"Daphnia pulex"
"Tendipes";"Tendipes"
"Amphipods";"Amphipoda"
"Ostracods";"Ostracoda"
"Corixids";"Corixidae"
"Gastropods";"Gastropoda"
"Pelecypods";"Bivalvia"
"Chaoborus";"Chaoborus"
"Acilius";"Acilius"
"Rana sylvatica";"Rana sylvatica"
"Hydracarina";"Prostigmata"
"Odonata";"Odonata"
"Ranatra";"Ranatra"
"Belostoma";"Belostoma"
"Ambystoma laterale";"Ambystoma laterale"
"A. maculatum";"Ambystoma maculatum"
"A. tremblayi";"Ambystoma tremblayi"
"Dytiscus";"Dytiscus"
"Ambystoma tigrinum";"Ambystoma tigrinum"
"Notophthalmus viridescens";"Notophthalmus viridescens"
"Batracobdella picta (leech)";"Placobdella picta"
