"name";"bold";"eol";"tsn";"ncbi"
"Bombus canariensis";"668179";"51183833";NA;"42347"
"Anthophora alluaudi";NA;"52190572";"762819";NA
"Vanessa indica";"26707";"51226722";NA;"270463"
"Macroglossum stellatarum";"75919";"52348718";NA;"524428"
"Artogeia rapae";NA;NA;NA;"64459"
"Cyclyrius webbianus";"759846";NA;NA;"1772179"
"Tachina canariensis";"469615";"51159124";NA;"631325"
"Gonepteryx cleopatra";"107082";"51224053";NA;"78624"
"Lasioglossum chalcodes";NA;"52181999";"758193";NA
"Lasioglossum loetum";NA;"52182543";"758736";NA
"Lycaena phlaeas";"22791";"46422990";"778600";"282391"
"Maniola jurtina";"26855";"51228178";NA;"191418"
"Pararge xiphioides";"80407";"51228840";NA;"348719"
"Pontia daplidice";"104430";"52251572";NA;"441325"
"Thyreus histrionicus";"265284";"52193267";"767128";"600218"
"Anaspis proteus";NA;NA;NA;NA
"Attalus";"490781";"46425126";"871752";"433082"
"Bruchidius wollastoni";NA;NA;NA;NA
"Delia platura";"77309";"51977376";"149893";"81723"
"Empis";"2202";"55734829";"135870";"178771"
"Meliscaeva auricollis";"200876";"51991280";NA;"431829"
"Pandoriana pandora";NA;NA;NA;NA
"Acmaeodera cisti";NA;NA;NA;NA
"Andrena";"1907";"55781373";"634186";"48720"
"Aricia cramera";"82089";"52280614";NA;"282009"
"Bibio elmoi";NA;"51967745";NA;NA
"Brachypterus";"310089";"51134011";"165522";"433085"
"Chrysotoxum triarcuatum";"248655";"51990677";NA;NA
"Cleora fortunata";"413553";NA;NA;NA
"Cornutiplusia circumflexa";"346937";"52366033";NA;"1870618"
"Dasyphora albofasciata";NA;"51942689";NA;NA
"Drosophila";"5757";"46453891";"146216";"7215"
"Heringia adpropinquans";NA;"51994964";NA;NA
"Lampides boeticus";"26301";"52272784";"117253";"228011"
"Mordella israelsoni";NA;NA;NA;NA
"Myotropa florea";NA;NA;NA;NA
"Piezodorus punctipes";NA;NA;NA;NA
"Podalonia tydei";"349396";"55773861";"770630";NA
"Pseudogonia fasciata";NA;"52002919";NA;NA
"Sapromyza";"173078";"51155012";"145226";"189934"
"Siphona";"77653";"55750110";"6344";"179516"
"Sphecodes marginatus";"214303";"46487489";"760013";"1299679"
"Sphecodes ruficrus";"250413";"46487570";"760094";"1243796"
"Thaumatomyia notata";"467537";"51880494";NA;"333801"
"Tricimba humeralis";"786629";"51880428";NA;NA
"Cedronella canariensis";"427674";"46172565";"32468";"260595"
"Galactites tomentosa";"442489";"52962372";NA;"92911"
"Anacyclus radiatus";"573672";"52927099";NA;"133234"
"Andryala pinnatifida";"421645";"52945601";NA;"268004"
"Geranium canariense";NA;NA;NA;"1368248"
"Laurus azorica";"254155";"57308781";NA;"136121"
"Senecio steetzii";NA;NA;NA;NA
"Echium plantagineum";"418620";"57266771";"31898";"113446"
"Cistus monspeliensis";"420977";"46204073";"506898";"335184"
"Ilex canarienis";NA;NA;NA;NA
"Leontodon taraxacoides";"627319";"52941651";NA;"268082"
"Picconia excelsa";"254244";"50903495";NA;"126561"
"Ranunculus cortusaefolius";NA;NA;NA;NA
"Viola riviniana";"292128";"57273925";NA;"214052"
"Rhamnus glandulosa";NA;"50919939";NA;"280021"
"Adenocarpus foliosus";NA;NA;NA;NA
"Sonchus tenerrimus";"422779";"46182712";"38428";"255578"
"Aichryson laxum";"423043";"50866404";NA;"91071"
"Appolonias barbujana";NA;NA;NA;NA
"Carduus tenuiflorus";"288654";"52938567";"35789";"196703"
"Hypericum grandifolium";"663404";"46213474";"822439";"999576"
"Raphanus raphanistrum";"179666";"61405204";NA;"109996"
"Geranium robertianum";"121238";"57302730";NA;"122183"
"Silene gallica";"292015";"61378132";"20067";"3575"
"Erica arborea";"425219";"46169374";"505949";"270431"
"Ageretina adenophora";NA;NA;NA;NA
"Argyranthemum broussonetti";NA;NA;NA;NA
"Psoralia bituminosa";NA;NA;NA;NA
