"name";"bold";"eol";"tsn";"ncbi"
"Platysoma parallelum";"489679";"31019118";"805590";NA
"Plegaderus";"167765";"13504746";"728868";"154157"
"Cylistix cylindrica";NA;NA;NA;NA
"Thanasimus dubius";"24404";"24157711";"999217";"314320"
"Boros unicolor";"669711";"31079439";"708340";NA
"Alaus myops";"173125";"21467864";NA;"225337"
"Ischiodontus";"525591";"6852857";NA;"1610157"
"Melanotus";"104541";"12362022";"113909";"181751"
"Elater verticinus";NA;NA;NA;NA
"Buprestis lineata";"155539";"20927206";"809114";"1029719"
"Buprestis";"155538";"12117540";"808792";"440275"
"Temnochila virescens";NA;"29251068";"113851";"1205670"
"Rhizophagus cylindricus";NA;"31126992";"1012320";NA
"Mycetophagus pini";NA;"24637550";"779867";NA
"Colopterus semitectus";"727533";"31231779";"835803";NA
"Stelidota geminata";"318440";"14463894";"114298";"1588472"
"Bolitotherus cornutus";"211123";"20020760";NA;"683890"
"Platydema flavipes";NA;"21926476";NA;NA
"Stephanopachys rugosus";"665634";"31149693";"817373";"1531424"
"Asemum moestum";NA;"21914446";NA;NA
"Xylotrechus sagittatus";"155322";"21472791";"703431";"1047187"
"Acanthocinus nodosus";"160761";"20020660";"702402";NA
"Eupogonius tomentosus";"488588";"21919746";"702760";NA
"Rhyncolus";"460663";"13342570";"618913";"298202"
"Cossonus corticola";"488080";NA;"617877";NA
"Pachylobins picivorus";NA;NA;NA;NA
"Hylobius pales";"163673";"21845827";"618167";"2339928"
"Sirex nigricornia";NA;NA;NA;NA
"Orussus";"82637";"15576218";NA;"27529"
"Coeloides pissodis";NA;"24669844";NA;NA
"Lasius umbratus";"15815";"13356021";"577067";"262031"
"Parasitus";"645575";"12451468";NA;"708403"
"Chelanops oblongus";NA;NA;NA;NA
"Chelanops virginnae";NA;NA;NA;NA
"Chelifer cancroides";"267740";"12429924";"199287";"1453324"
"Leptura";"107022";"12418093";"551145";"41152"
"Uloma punctulata";"382180";"21916606";NA;NA
"Xylopinus rufipes";NA;NA;NA;NA
"Pseudolucanus capreolus";NA;"24651416";NA;NA
"Polygyra thyriodes";NA;NA;NA;NA
