"name";"bold";"eol";"tsn";"ncbi"
"Entomobrya ligata";"715608";"21768212";"99689";"1602985"
"Lepidocyrtus cyaneus";"96790";"13038647";"99805";"247612"
"Isotoma sensibilis";NA;"13043735";"99381";NA
"Pseudistoma sensibilis";NA;NA;NA;NA
"Uropoda";"171852";"13382038";NA;"281632"
"Discopoma";NA;NA;NA;NA
"Pergamasus";"645562";"13101377";NA;"99228"
"Megisthanidae";NA;"31909472";NA;"48836"
"Dendrolaelaps";"645560";"13477101";NA;"704053"
"Silvanus embellis";NA;NA;NA;NA
"Silvanus planatus";"718856";"29236584";"186923";NA
"Brontes dubius";NA;NA;NA;"484790"
"Lonchaeidae";"177374";"12255891";"142167";"198645"
"Romaleum atomarium";NA;NA;NA;NA
"Quercus";"101009";"16898803";"19280";"3511"
"Chrysobothris femorata";"155521";"15031804";"809275";"374459"
"Parcoblatta";"2323";"13554626";"666717";"37812"
"Tachyta nana";"282717";"14282669";"109678";"931308"
"Canosoma crassus";NA;NA;NA;NA
"Thoracophorus costalis";"594494";"21162420";"691886";"1542296"
"Acritus exiguus";"489821";"31019035";"728882";NA
"Chariessa pilosa";"491499";"21093448";"999438";"1410148"
"Alaus oculatus";"217271";"13549812";"113881";"374458"
"Neocrepidodera melanopus";NA;"31125253";NA;NA
"Agrilus";"25406";"12121113";"808799";"195164"
"Megalodacne fasciata";"211128";"20959246";"697046";"245936"
"Xylotrechus colonus";"155321";"20927050";"187735";"1710448"
"Neoclytus scutellaris";NA;"21385439";"703023";NA
"Graphisurus fasciatus";"355421";"21018691";NA;"1770691"
"Orthotomicus coelatus";NA;NA;NA;NA
"Tremex columba";"81946";"13550771";"152849";"222809"
"Atanycolus simplex";"302688";"24669871";NA;"694128"
"Spathius floridanus";"166494";"31414894";NA;"468302"
"Camponotus herculeanus";"9012";"13472238";"575995";"36169"
"Crematogaster lineolata";"22116";"20963413";"579090";NA
"Leptothorax curvispinosus";NA;"31540008";"579502";"300111"
"Ponera coarctata";"97492";"13486071";"583949";"219805"
"Proceratium croceum";NA;"30988315";"584034";NA
"Linotaenia bidens";NA;NA;NA;NA
"Geophilus varians";NA;"21814325";NA;NA
"Chthonius spinosus";NA;"21846703";"735204";NA
"Chthonius longipalpus";NA;"21778317";NA;NA
"Neosmithurus clavatus";NA;NA;NA;NA
"Podothrombium";NA;"24821786";NA;NA
"Allothrombium pulvinus";NA;NA;NA;NA
"Zetes";NA;"7415440";"733603";NA
"Schelorabates";NA;NA;NA;NA
"Mycetophilidae";"168441";"11986317";"121636";"29035"
"Dolichopodidae";"166663";"11349260";"136824";"92558"
"Pseudolucanus capreole";NA;NA;NA;NA
"Polymoecus brevipes";NA;NA;NA;NA
"Derobrachus brunneus";NA;NA;NA;NA
"Microorganisms";NA;NA;NA;NA
"Pollen";NA;"14800523";"151642";NA
"Reticulitermes flavipes";"104312";"20903121";"623947";"36989"
"Staphylinus violascens";NA;NA;NA;NA
"Coproporus ventriculus";"529943";"21429087";NA;"1542148"
"Trachysectus confluentus";NA;NA;NA;NA
"Actium";"574210";"17023577";"691105";"1709645"
"Epierus regularis";"489514";"31019450";"728686";NA
"Epierus";"489512";"13568516";"728683";"154175"
"Platysoma leconti";"548575";"31019107";"728715";NA
"Dendroides bicolor";NA;"6795081";NA;NA
"Elater nigricollis";NA;NA;NA;NA
"Orthostethus infuscatus";"659822";"31146328";NA;NA
"Deltometopus amoenicornis";"490408";"21092953";NA;"1770687"
"Elaterinae";"160625";"30571593";"678561";"116139"
"Rhysodes americanus";"772039";NA;NA;NA
"Triplax thoracica";"312933";"24144940";"697062";"245939"
"Mycetophagidae";"83960";"12132282";"114376";"219427"
"Hymenorus";"381918";"14612742";NA;"1272215"
"Platydema subcostatum";"381906";"31190739";NA;NA
"Platydema ruficorne";"381907";"20021305";NA;NA
"Platydema ruficolle";NA;NA;NA;NA
"Uloma imberbis";"352826";"12425938";NA;NA
"Dioedus punctatus";"384562";"21917475";NA;NA
"Scotobates calcaratus";NA;NA;NA;NA
"Xylopinus saperdoides";"381955";"21032515";NA;"1303963"
"Alobates pennsylvanicus";NA;NA;NA;NA
"Meracantha contracta";"381914";"24180705";NA;NA
"Strongylium crenatum";"383855";NA;NA;NA
"Synchroa punctata";"467601";"21085060";"708556";"1605677"
"Platycerus quercus";"769549";"6996693";NA;"2083677"
"Ceruchus piceus";"379675";"20020807";"930074";"617566"
"Dorcus";"6137";"12394054";"1049564";"41106"
"Coelus globosus";"168332";"21913489";NA;"458210"
"Trichiotinus bibens";"381867";"31018902";"929231";"1932077"
"Phileurus valgus";"327164";"13557338";"929182";NA
"Passalus cornutus";NA;"22227380";NA;NA
"Leptura proxima";NA;NA;NA;NA
"Eupsalis minuta";"879396";NA;NA;NA
"Scolecocampa liburna";"21001";"15934423";"940271";"690226"
"Strobilops aena";NA;NA;NA;NA
"Polygyra fallax";NA;"20301252";NA;NA
"Polygyra tridentata";NA;NA;NA;NA
"Polygyra thyroideus";NA;NA;NA;NA
"Zonitoides arboreus";"277721";"11352816";"77291";"1389669"
"Euconulus chersinus";"319469";"13547371";"77322";"2498203"
"Retinella indentata";NA;"20303635";NA;NA
"Philomycus carolinensis";NA;NA;NA;NA
"Cambala annulata";NA;NA;"569929";"1348319"
"Fontaria coriacea";NA;NA;NA;NA
"Polydesmus serratus";NA;NA;"571302";NA
"Spirostrephon lactarium";NA;NA;NA;NA
"Scolopendra viridis";NA;"13591253";NA;"118503"
"Cryptops hyalina";NA;"13612444";NA;NA
"Otocryptops sexspinosus";NA;"5822785";NA;NA
"Bothropolys multidentatus";NA;"24660213";"1087588";"118455"
"Chelanops dentatus";NA;NA;NA;NA
"Ips grandicollis";"160817";"13577904";"114939";"102832"
"Ips calligraphus";"492618";"13574441";"114938";"102827"
"Xyleborus fitchi";NA;"21839466";NA;NA
"Pityophthorus annectens";"475176";"21909103";"620626";NA
"Pityophthorus pullus";NA;"21926453";"620490";NA
"Dendroctonus valens";"152553";"31109602";"114924";"77173"
"Dendroctonus tenebrans";NA;NA;NA;NA
"Entomobrya corticola";NA;NA;NA;NA
"Entomobrya";"5518";"12162301";"99654";"187625"
"Pseudachorutes";"96678";"13059659";"100165";"52429"
"Tomocera flavescens";NA;NA;NA;NA
"Uropodidae";"171851";"12417175";NA;"281631"
"Sciara coprophila";NA;NA;NA;"38358"
"Xylophagus fasciatus";NA;NA;NA;NA
"Theresia monohammi";NA;NA;NA;NA
"Rhagium lineatum";NA;NA;NA;NA
"Acanthocinus obsoletus";"155328";"21853349";"702404";NA
"Monochamus titillator";"155377";"21828663";"702982";"908209"
"Pinus";"100249";"10653479";"18038";NA
"Chalcophora";"155545";"13558461";"809054";"1553386"
"Chrysobothris";"155519";"12384917";"808814";"351526"
"Platypus flavicornis";NA;NA;"620859";NA
"Callidium antennatum";"727667";"31195508";"702552";NA
"Cerambycidae";"1751";"10518668";"114497";"34667"
"Pissodes memorensis";NA;NA;NA;NA
"Heteroptera";"140868";"21648313";"614123";"33345"
"Epiptera";NA;"21806043";NA;"1656758"
"Tachymenis flavicauda";NA;NA;NA;NA
"Erchomus ventriculus";NA;NA;NA;NA
"Saprinus";"237046";"12253600";"728618";"154170"
