"name";"bold";"eol";"tsn";"ncbi"
"Phytoplankton";NA;NA;NA;NA
"Smaller zooplankton";NA;NA;NA;NA
"Detritus";361926;NA;708570;NA
"Larger zooplankton";NA;NA;NA;NA
"Mallotus villosus";34580;NA;NA;30960
"Benthonic invertebrates";NA;NA;NA;NA
"Benthonic vertebrates";NA;NA;NA;NA
"Gadus";3451;NA;164705;8048
"Phoca groenlandica";747363;NA;180647;39089
"Phoca vitulina";16605;NA;622032;9720
"Pusa hispida";68860;NA;622064;9718
"Bacteria";741578;NA;245;2
"Balaenidae";1015;NA;NA;30558
"Clupeidae";1252;NA;169486;55118
"Balaenopteridae";1002;NA;180522;9765
"Salvelinus alpinus";80552;NA;914088;8036
"Erignathus barbatus";12545;NA;NA;39304
"Delphinapterus leucas";9996;NA;NA;9749
"Monodon monoceros";12413;NA;180485;40151
"Odobenus rosmarus";12542;NA;NA;9707
"Orcinus orca";88943;NA;180469;9733
"Somniosus microcephalus";34629;NA;160611;191813
