"sp_taxon_1";"sp_taxon_2";"value";"type"
"smaller zooplankton";"phytoplankton";"1";"herbivory"
"larger zooplankton";"phytoplankton";"1";"herbivory"
"larger zooplankton";"smaller zooplankton";"1";"predation"
"bacteria";"detritus";"1";"commensalism"
"benthonic invertebrates";"detritus";"1";"commensalism"
"right whales";"smaller zooplankton";"1";"predation"
"clupeid fishes";"smaller zooplankton";"1";"predation"
"rorquals";"larger zooplankton";"1";"predation"
"arctic char";"larger zooplankton";"1";"predation"
"caplin";"larger zooplankton";"1";"predation"
"cod";"larger zooplankton";"1";"predation"
"cod";"caplin";"1";"predation"
"benthonic vertebrates";"benthonic invertebrates";"1";"predation"
"bearded seals";"benthonic invertebrates";"1";"predation"
"bearded seals";"benthonic vertebrates";"1";"predation"
"beluga";"benthonic invertebrates";"1";"predation"
"beluga";"benthonic vertebrates";"1";"predation"
"narwhal";"benthonic invertebrates";"1";"predation"
"walrus";"benthonic invertebrates";"1";"predation"
"harp seal";"larger zooplankton";"1";"predation"
"harp seal";"caplin";"1";"predation"
"harbour seal";"larger zooplankton";"1";"predation"
"harbour seal";"caplin";"1";"predation"
"ringed seal";"larger zooplankton";"1";"predation"
"killer whale";"cod";"1";"predation"
"killer whale";"benthonic vertebrates";"1";"predation"
"killer whale";"harp seal";"1";"predation"
"killer whale";"harbour seal";"1";"predation"
"killer whale";"ringed seal";"1";"predation"
"Greenland shark";"benthonic invertebrates";"1";"predation"
"Greenland shark";"cod";"1";"predation"
"Greenland shark";"benthonic vertebrates";"1";"predation"
"Greenland shark";"harp seal";"1";"predation"
"Greenland shark";"harbour seal";"1";"predation"
"Greenland shark";"ringed seal";"1";"predation"
