"name";"bold";"eol";"tsn";"ncbi"
"Zelandoperla fenestrata";"184185";"24702716";NA;"670197"
"Hexatomini";NA;NA;"120030";NA
"Hudsonema aliena";NA;NA;NA;NA
"Hydrobiosis parumbripennis";"21701";"24671692";"607976";"697990"
"Aelosoma";NA;NA;NA;NA
"Paracalliope";"753830";"13918998";NA;"359162"
"Sphaerium";"6197";"12370493";"795";"55712"
"Tanyderidae";"266369";"21586672";"125799";"79303"
"Tanytarsus verspertinus";NA;NA;NA;NA
"Zelandoperla";"159728";"24702714";NA;"143712"
"Cymbella muelleri";NA;NA;NA;"944358"
"Eunotia serpentina";NA;NA;NA;NA
"Navicula mutica";NA;"7931379";NA;NA
"Navicula dicephala";NA;"16006203";NA;NA
"Eunotia pectinalis";"604261";"13044243";"3361";"196638"
"Gomphonema parvulum";"603737";"12483725";"4975";"97227"
"Cymbella cistula";"678221";"13381725";"4816";"930063"
"Navicula cryptocephala";"246210";"12487680";"3662";"138538"
"Oedogonium";"440504";"13378888";"8964";"55993"
"Austroclima jollyae";"191190";"24624886";NA;"551870"
"Chironomus zealandicus";"168724";"20935799";NA;"72529"
"Eriopterini";NA;NA;"120397";NA
"Lobodiamesini campbelli";NA;NA;NA;NA
"Megaleptoperla diminuta";"184011";"24702645";NA;NA
"Nannochorista philpotti";"667374";"24633099";NA;"1260225"
"Neozephlebia scita";"191180";"24624888";NA;"551888"
"Parochlus";"57355";"16955132";"127987";"315560"
"Podonomous";NA;NA;NA;NA
"Polyplectropus puerilis";"138091";"24698322";"600984";"1223712"
"Spaniocerca zelandia";NA;NA;NA;NA
"Tanypus";"296260";"13035656";"127982";"646288"
"Epithemia sorex";"603694";"12279054";"5019";"718187"
"Pinnularia borealis";"449567";"12909023";"4462";"1089218"
"Gomphonema subclavatum";NA;"24713049";"4968";"1574452"
"Epithemia turgida";"603695";"12525209";"591604";"718188"
"Navicula rhynchocephala";NA;"13686197";"3678";"1136322"
"Encyonema";"603684";"12198266";"591269";"216746"
"Ameletopsis perscitus";"495707";"24702637";NA;"309672"
"Aspectrotanypus";NA;NA;NA;NA
"Pinnularia mesolepta";"604467";"15597331";"4499";"431576"
"Surirella tenera";NA;"12829619";"555634";"1289105"
"Rhodophyta";"48327";"29162008";"660046";"2763"
"Pinnularia gibba";NA;"13039381";"1021308";"445251"
"Oligochaeta ";NA;"8270866";NA;"6381"
"Surirella linearis";NA;"15604063";"5381";"1289095"
"Apsectrotanypus";"648774";"14534469";"128021";"891879"
"Galeld";NA;NA;NA;NA
"Hydora";NA;"17849084";"681282";"1763611"
"Homolaena";NA;NA;NA;NA
"Zelandotipula";"400516";"24686622";NA;"2175268"
"Surova";NA;NA;NA;NA
"Pras";NA;NA;"6395";NA
"Nitzschia palea";"180379";"13686092";"5250";"303400"
"Gomphonema intricatum";"678252";"15616511";NA;"1574450"
"Diatoma elongatum";NA;"14327635";NA;"426639"
"Coloburiscus humeralis";"159725";"20930079";NA;"241031"
"Nothodixa";NA;"6174690";NA;NA
"Gomaff";NA;NA;NA;NA
"Nitzschia dissipata";NA;"12484121";"591702";"303402"
"Stigeoclonium";"548036";"12088312";"6656";"55998"
"Zelolessica cheira";"14353";"24681347";"604220";"426010"
"Philoreithrus agilis";NA;NA;NA;NA
"Pleurotaenium";"439947";"12032879";"8717";"130988"
"Gomcle";NA;NA;NA;NA
"Stratiomyidae";"677";"11974177";"130150";"34687"
"Rhoado";NA;NA;NA;NA
"Gomnew";NA;NA;NA;NA
"Rhopalodia musculus";NA;"12491140";"5055";NA
"Surirella striatula";NA;"13392863";"5364";"1951397"
"Tiphobiosis";"5254";"29814732";"608096";"698003"
