"name";"bold";"eol";"tsn";"ncbi"
"Achnanthes inflata";NA;"15013543";"3456";NA
"Achnanthes linearis";NA;"15055041";NA;NA
"Achnanthes minutissima";NA;"14996180";NA;"431333"
"Aucalosira";NA;NA;NA;NA
"Cyanophyta";NA;"22237228";NA;"1117"
"Cocconeis placentula";"603645";"12425365";"3600";"431341"
"Cymbella aspera";"604193";"13040397";"4810";"431347"
"Frustv";NA;NA;NA;NA
"Austrosimulium australense";"452897";"21078986";NA;NA
"Lumbriculidae";"28566";"12389669";"68440";"77569"
"Paratanytarsus";"26979";"12393248";"129942";"82133"
"Cymbella kappi";NA;NA;NA;NA
"Navicula avenacea";NA;"11213615";"4024";NA
"Surirella elegans";NA;"15026724";"5340";NA
"Gomphoneis herculeana";NA;"7929039";"4989";NA
"Nitzschia linearis";NA;"12818228";"5104";"303401"
"Pinnularia viridis";"604475";"12406679";"4444";"431582"
"Rhoicosphenia curvata";NA;"16006717";"3634";NA
"Audouniella";NA;NA;NA;NA
"Frustulia rhomboides";NA;"12495645";"4570";"1093239"
"Synedra rumpens";"647821";"15264884";"3096";"432266"
"Maoridiamesa";NA;"6196905";NA;"903455"
"Naonella forsythii";NA;NA;NA;NA
"Paranephrops zealandicus";"24246";"30782207";NA;"315725"
"Aphrophila";"191170";"29240744";NA;"1212443"
"Austroperla cyrene";"183830";"20944278";NA;"270856"
"Deleatidium";"159713";"24667829";NA;"551873"
"Hudsonema amabilis";NA;NA;NA;NA
"Hydora nitida";NA;"24639584";"1064448";NA
"Hydrobiosella stenocerca";"106685";"24698244";"601746";"177906"
"Oxyethira albiceps";"15431";"13869819";"606822";"697957"
"Paracalliope fluviatalus";NA;NA;NA;NA
"Phrea";NA;NA;"70695";NA
"Pycnocentrodes";"1902";"24696037";"598436";"177810"
"Stenoperla prasinia";NA;NA;NA;NA
"Zelandobius confusus";"184159";"24702719";NA;"1921462"
"Zelandoperla agnetis";"184183";"24708671";NA;"143713"
"Costachorema xanthoptera";NA;NA;NA;NA
"Cristaperla fimbria";"185385";"20944638";NA;"714318"
"Deleatidium lilli";NA;NA;NA;NA
"Gyraulus corinna";NA;"30012594";NA;NA
"Gyraulus";"5978";"11931585";"76596";"65076"
"Helicopsyche albescens";"14359";"24680699";"604342";"426016"
"Megaleptoperla grandis";"184012";"24708672";NA;"1777210"
"Olinga feredayi";"8654";"24694460";"604187";"177813"
"Paraleptamphopus subterraneus";"278030";NA;NA;NA
"Paralimnophila skusei";NA;"6511189";NA;NA
"Pirara matakiri";NA;"24676172";NA;"941332"
"Psilachorema bidens";NA;NA;NA;NA
"Rhabdomastrix ";NA;NA;NA;NA
"Stictocladius";"920660";"6189028";NA;"891929"
"Calothrix";NA;"12070687";"1251";"1186"
"Gomclev";NA;NA;NA;NA
"Cymbella tumida";"678228";"12909271";"4871";"882190"
"Pinnularia";"272056";"11188353";"4434";"216736"
"Gomphonema intricaturm";NA;NA;NA;NA
"Gomphonema truncatum";"603740";"14540205";"1021305";"431325"
"Stauroneis";"187465";"30166059";"4134";"265583"
"Galgol";NA;NA;NA;NA
"Hydrophilidae";"80459";"11336498";"112811";"41102"
"Nannochoristidae";"366046";"21024085";"660874";"172803"
"Cristaperla";"185383";"24708665";NA;"466671"
"Mischoderus";NA;NA;NA;"560267"
"Molophilus";"314811";"12396270";"120762";"700853"
"Naonella";"920638";"6193110";NA;"891910"
"Neozephlebia";"191179";"24624888";NA;"551887"
"Neurochorema";"5272";"6933110";"608012";"480516"
"Paradixa";NA;NA;NA;"41825"
"Paucispinigera approximata";NA;"24704069";NA;"903464"
"Pseudoeconesus";"5121";"20917997";"605833";"697999"
"Pycnocentria";"1916";"24686444";"604193";"633186"
"Melosira varians";"604352";"11861955";"2339";"49256"
"Navicula placentula";NA;"30078029";NA;NA
"Nitzschia acicularis";NA;"12086469";"5099";"303399"
"Gomphonema tennuellum";NA;NA;NA;NA
"OligochaetaI";NA;NA;NA;NA
"Gloeocystis";"706295";"17771662";"6359";"256023"
"Acroperla";"183843";"20944284";NA;"466621"
"Coloburiscus";"159724";"17870767";NA;"241030"
"Plectrocnemia";"6393";"12186115";"600671";"161769"
"Pseudopanax";"417615";"12222410";"822313";"46408"
"Psilachorema";NA;NA;NA;NA
