"name";"bold";"eol";"tsn";"ncbi"
"Dung";NA;NA;"15864";NA
"Haematobia irritans";"25325";"15943008";"150277";"7368"
"Sarcophaga";"2362";"11989024";"151923";"7384"
"Paregle cinerella";NA;NA;NA;NA
"Cryptolucilia ceasarion";NA;NA;NA;NA
"Geosargus cuprarius";NA;NA;NA;NA
"Aphodius fimetarius";"124855";"12172160";"926796";"207148"
"Sphaeridium scarabaeoides";"124859";"12402122";"112936";"295564"
"Xyalophora quinquelineata";NA;NA;NA;NA
"Phaneropria";NA;NA;NA;NA
"Platystethus americanus";"594536";"29367430";"186553";NA
"Sphaeridium bipustulatum";"83769";"13346243";"112935";NA
"Hister abbreviatus";"489720";"24622225";"188414";NA
