"name";"bold";"eol";"tsn";"ncbi"
"Ice invertebrates";NA;NA;NA;NA
"Pisces";NA;NA;NA;NA
"Cephalopod";NA;8148342;82326;NA
"Spheniscidae";1484;11208093;174443;9231
"Phocidae";1352;11145802;NA;9709
"Cetacea";303;12222222;189410;9721
"Algae";NA;7531206;9417;131213
"Phytoplankton";NA;NA;NA;NA
