"name";"bold";"eol";"tsn";"ncbi"
"Abutilon theophrasti";121736;61394275;21674;3631
"Acer negundo";100987;50940064;182132;4023
"Acer saccharinum";101028;57300157;28757;75745
"Achillea millefolium";121416;50881832;35423;13329
"Actea alba";NA;NA;NA;NA
"Actinomeris alternifolia";NA;NA;NA;NA
"Aesculus glabra";102149;61398287;NA;322042
"Aesculus hippocastanum";126487;53001408;28721;43364
"Agastache nepetoides";590342;46172529;32443;672814
"Agastache scrophulariaefolia";766257;NA;NA;672816
"Agrimonia striata";396379;61396051;25101;1503866
"Alisma plantago aquatica";NA;NA;NA;15000
"Amaranthus spinosus";179720;61378882;20748;124765
"Ambrosia trifida";125285;57237960;36521;4214
"Amelanchier canadensis";254328;57278923;NA;52523
"Ammannia coccinea";648811;61396876;27091;330155
"Amorpha canescens";496371;50926981;25371;252450
"Amorpha fruticosa";403554;57285727;25368;48131
"Amphicarpa pitcheri";NA;NA;NA;NA
"Anemonella thalictroides";126454;NA;NA;46969
"Anethum graveolens";417081;57229320;29584;40922
"Antennaria plantaginifolia";500693;50878744;36717;49065
"Anthemis cotula";288583;61368213;36330;158220
"Apios tuberosa";NA;NA;NA;NA
"Apocynum androsaemifolium";121351;59949724;30156;61254
"Apocynum cannabinum";482538;50890983;30157;13339
"Aquilegia canadensis";121222;50857117;18730;46964
"Arabis dentata";NA;NA;NA;NA
"Arabis laevigata";125257;NA;NA;359822
"Arabis virginica";NA;NA;NA;NA
"Arctium minus";121623;52941570;36546;143172
"Arisaema triphyllum";121306;46190885;42525;78371
"Aristolochia tomentosa";417810;46201905;18343;35927
"Aruncus sylvester";NA;NA;NA;32220
"Ascerates floridana";NA;NA;NA;NA
"Ascerates viridiflora";NA;NA;NA;NA
"Asclepias incarnata";121551;57246355;NA;330158
"Asclepias purpurascens";648802;59950025;30296;528298
"Asclepias sullivantii";502423;59950029;30309;528302
"Asclepias syriaca";121432;50891309;30310;48545
"Asclepias tuberosa";125301;59949979;30316;141466
"Asclepias verticillata";482540;59950031;30320;528305
"Asiminia triloba";NA;NA;NA;NA
"Asparagus officinalis";125286;61392011;42784;4686
"Aster anomalus";NA;NA;NA;NA
"Aster ericoides villosus";NA;NA;NA;NA
"Aster lateriflorus";NA;NA;NA;NA
"Aster multiflorus";NA;NA;NA;NA
"Aster novaeangliae";NA;NA;NA;NA
"Aster paniculatus";NA;52921537;NA;NA
"Aster sagittifolius";NA;NA;NA;NA
"Aster salicifolius";NA;61371442;NA;NA
"Aster turbinellus";NA;NA;NA;288425
"Astragalus canadensis";156344;61399117;NA;20408
"Astragalus mexicanus";NA;NA;NA;NA
"Baptisia bracteata";620758;52888432;26470;313912
"Baptisia leucantha";NA;NA;NA;2029221
"Bidens aristosa";500701;46179764;35713;1552225
"Bidens bipinnata";455589;61367519;500993;1527831
"Bidens connata";459497;46179768;35718;1532292
"Bidens frondosa";121729;61367460;35707;51269
"Bidens laevis";421362;50885105;35711;171344
"Blephilia ciliata";427582;46172553;32460;182369
"Blephilia hirsuta";500081;61360248;NA;182370
"Boltonia asteroides";500706;50880178;NA;72904
"Brauneria pallida";NA;NA;NA;NA
"Brauneria purpurea";NA;NA;NA;NA
"Cacalia atriplicifolia";NA;NA;NA;NA
"Cacalia reniformis";NA;NA;NA;NA
"Cacalia tuberosa";NA;NA;NA;NA
"Camassia esculenta";NA;NA;NA;NA
"Campanula americana";594729;46179166;34474;239430
"Capsella bursa-pastoris";125027;61404565;22766;3719
"Cardamine bulbosa";125226;50935060;22769;109593
"Cassia chamaecrista";NA;NA;NA;53853
"Cassia marilandica";NA;NA;NA;NA
"Castalia tuberosa";NA;NA;NA;NA
"Castilleja coccinea";124639;46178145;501322;374697
"Caulophyllum thalictroides";121581;52997544;18840;46963
"Ceanothus americanus";436511;57278262;28454;54778
"Celastrus scandens";121706;46207439;27974;123407
"Cephalanthus occidentalis";125274;46171370;34786;43461
"Cerastium nutans";482704;61378008;NA;271579
"Cerastium vulgatum";NA;NA;NA;NA
"Cercis canadensis";196511;57283427;NA;49801
"Chaerophyllum procumbens";501795;50875998;NA;109108
"Chrysanthemum leucanthemum";496336;NA;NA;99072
