"sp_taxon_1";"sp_taxon_2";"value"
"Amegilla walshii";"Abutilon theophrasti";1
"Sphaerophoria cylindrica";"Abutilon theophrasti";1
"Andrena erythrogastra";"Abutilon theophrasti";1
"Spallanzania hesperidarum";"Abutilon theophrasti";1
"Agapostemon texanus";"Abutilon theophrasti";1
"Neotrypetes truncatus";"Abutilon theophrasti";1
"Microstelis lateralis";"Abutilon theophrasti";1
"Siphona geniculata";"Abutilon theophrasti";1
"Empis distans";"Abutilon theophrasti";1
"Batizonus algidus";"Abutilon theophrasti";1
"Rhipiphorus limbatus";"Abutilon theophrasti";1
"Eristalis flavipes";"Abutilon theophrasti";1
"Ocyptera lata";"Abutilon theophrasti";1
"Sarcophaga assidua";"Abutilon theophrasti";1
"Leionotus scrophulariae";"Abutilon theophrasti";1
"Melissodes cnici";"Abutilon theophrasti";1
"Cremastogaster lineolata";"Abutilon theophrasti";1
"Helophilus divisus";"Abutilon theophrasti";1
"Chilosia petulca";"Abutilon theophrasti";1
"Scymnus consobrinus";"Abutilon theophrasti";1
"Toxoneuron abdominale";"Abutilon theophrasti";1
"Padabrus tomentosus";"Abutilon theophrasti";1
"Corizus lateralis";"Abutilon theophrasti";1
"Ocyptera nigra";"Abutilon theophrasti";1
"Pompiloides subviolaceus";"Abutilon theophrasti";1
"Melissodes pallida";"Abutilon theophrasti";1
"Haltichella ornata";"Abutilon theophrasti";1
"Ichneumon longulus";"Abutilon theophrasti";1
"Cothonaspis stigmata";"Abutilon theophrasti";1
"Glypta simplicipes";"Abutilon theophrasti";1
"Trachandrena quintilis";"Abutilon theophrasti";1
"Eutelus flavipes";"Abutilon theophrasti";1
"Plagiotoma obliqua";"Abutilon theophrasti";1
"Bruchus obsoletus";"Abutilon theophrasti";1
"Trypeta solaris";"Abutilon theophrasti";1
"Acmaeops nigripennis";"Abutilon theophrasti";1
"Onthophagus pennsylvanicus";"Abutilon theophrasti";1
"Amegilla walshii";"Acer negundo";1
"Sphaerophoria cylindrica";"Acer negundo";1
"Andrena erythrogastra";"Acer negundo";1
"Evylaeus arcuatus";"Acer negundo";1
"Nomada illinoensis";"Acer negundo";1
"Spallanzania hesperidarum";"Acer negundo";1
"Agapostemon texanus";"Acer negundo";1
"Cryptorhopalum triste";"Acer negundo";1
"Pentaria trifasciata";"Acer negundo";1
"Valgus canaliculatus";"Acer negundo";1
"Tachytes mandibularis";"Acer negundo";1
"Physocephala texana";"Acer negundo";1
"Anoplius illinoensis";"Acer negundo";1
"Pterandrena solidaginis";"Acer negundo";1
"Stelidium trypetinum";"Acer negundo";1
"Helophilus divisus";"Acer negundo";1
"Scymnus consobrinus";"Acer negundo";1
"Tiphia transversa";"Acer negundo";1
"Coelioxys germana";"Acer negundo";1
"Pseudopanurgus labrosus";"Acer negundo";1
"Ichneumon longulus";"Acer negundo";1
"Urosigalphus femoratus";"Acer negundo";1
"Rhamphomyia limbata";"Acer negundo";1
"Brachypalpus rileyi";"Acer negundo";1
"Bruchus obsoletus";"Acer negundo";1
"Aedes vexans";"Acer negundo";1
"Pseudosiobla excavata";"Acer negundo";1
"Amegilla walshii";"Acer saccharinum";1
"Syrphus ribesii";"Acer saccharinum";1
"Andrena erythrogastra";"Acer saccharinum";1
"Ceratina dupla";"Acer saccharinum";1
"Evylaeus arcuatus";"Acer saccharinum";1
"Spallanzania hesperidarum";"Acer saccharinum";1
"Gnathias ovatus";"Acer saccharinum";1
"Drasteria erechtea";"Acer saccharinum";1
"Astatus unicolor";"Acer saccharinum";1
"Anthidium cognatum";"Acer saccharinum";1
"Sarcophaga sinuata";"Acer saccharinum";1
"Chloralictus illinoensis";"Acer saccharinum";1
"Triepeolus cressonii";"Acer saccharinum";1
"Holonomada superba";"Acer saccharinum";1
"Chilosia petulca";"Acer saccharinum";1
"Eugnoriste occidentalis";"Acer saccharinum";1
"Scymnus consobrinus";"Acer saccharinum";1
"Lonchaea parvicornis";"Acer saccharinum";1
"Corizus lateralis";"Acer saccharinum";1
"Collops 4-maculatus";"Acer saccharinum";1
"Cyllene decorus";"Acer saccharinum";1
"Melissodes pallida";"Acer saccharinum";1
"Anoplius virginiensis";"Acer saccharinum";1
"Cemolobus oligolege";"Acer saccharinum";1
"Vipio robertsonii";"Acer saccharinum";1
"Exorista nigripalpis";"Acer saccharinum";1
"Glypta simplicipes";"Acer saccharinum";1
"Trachandrena quintilis";"Acer saccharinum";1
"Lampronota coxalis";"Acer saccharinum";1
"Tetanocera pictipes";"Acer saccharinum";1
"Pipiza pistica";"Acer saccharinum";1
"Bibio femoratus";"Acer saccharinum";1
"Eutelus flavipes";"Acer saccharinum";1
"Plagiotoma obliqua";"Acer saccharinum";1
"Megachile oligolege";"Acer saccharinum";1
"Amegilla walshii";"Achillea millefolium";1
"Sphaerophoria cylindrica";"Achillea millefolium";1
"Andrena erythrogastra";"Achillea millefolium";1
"Evylaeus arcuatus";"Achillea millefolium";1
"Hammomyia paludis";"Achillea millefolium";1
"Agapostemon texanus";"Achillea millefolium";1
"Priononyx atrata";"Achillea millefolium";1
"Nomada cressonii";"Achillea millefolium";1
"Lygaeus turcicus";"Achillea millefolium";1
"Siphona geniculata";"Achillea millefolium";1
