"original_name";"name_clear"
"Abutilon theophrasti";"Abutilon theophrasti"
"Acer negundo";"Acer negundo"
"Acer saccharinum";"Acer saccharinum"
"Achillea millefolium";"Achillea millefolium"
"Actea alba";"Actea alba"
"Actinomeris alternifolia";"Actinomeris alternifolia"
"Aesculus glabra";"Aesculus glabra"
"Aesculus hippocastanum";"Aesculus hippocastanum"
"Agastache nepetoides";"Agastache nepetoides"
"Agastache scrophulariaefolia";"Agastache scrophulariaefolia"
"Agrimonia striata";"Agrimonia striata"
"Alisma plantago aquatica";"Alisma plantago aquatica"
"Amaranthus spinosus";"Amaranthus spinosus"
"Ambrosia trifida";"Ambrosia trifida"
"Amelanchier canadensis";"Amelanchier canadensis"
"Ammannia coccinea";"Ammannia coccinea"
"Amorpha canescens";"Amorpha canescens"
"Amorpha fruticosa";"Amorpha fruticosa"
"Amphicarpa pitcheri";"Amphicarpa pitcheri"
"Anemonella thalictroides";"Anemonella thalictroides"
"Anethum graveolens";"Anethum graveolens"
"Antennaria plantaginifolia";"Antennaria plantaginifolia"
"Anthemis cotula";"Anthemis cotula"
"Apios tuberosa";"Apios tuberosa"
"Apocynum androsaemifolium";"Apocynum androsaemifolium"
"Apocynum cannabinum";"Apocynum cannabinum"
"Aquilegia canadensis";"Aquilegia canadensis"
"Arabis dentata";"Arabis dentata"
"Arabis laevigata";"Arabis laevigata"
"Arabis virginica";"Arabis virginica"
"Arctium minus";"Arctium minus"
"Arisaema triphyllum";"Arisaema triphyllum"
"Aristolochia tomentosa";"Aristolochia tomentosa"
"Aruncus sylvester";"Aruncus sylvester"
"Ascerates floridana";"Ascerates floridana"
"Ascerates viridiflora";"Ascerates viridiflora"
"Asclepias incarnata";"Asclepias incarnata"
"Asclepias purpurascens";"Asclepias purpurascens"
"Asclepias sullivantii";"Asclepias sullivantii"
"Asclepias syriaca";"Asclepias syriaca"
"Asclepias tuberosa";"Asclepias tuberosa"
"Asclepias verticillata";"Asclepias verticillata"
"Asiminia triloba";"Asiminia triloba"
"Asparagus officinalis";"Asparagus officinalis"
"Aster anomalus";"Aster anomalus"
"Aster ericoides villosus";"Aster ericoides villosus"
"Aster lateriflorus";"Aster lateriflorus"
"Aster multiflorus";"Aster multiflorus"
"Aster novaeangliae";"Aster novaeangliae"
"Aster paniculatus";"Aster paniculatus"
"Aster sagittifolius";"Aster sagittifolius"
"Aster salicifolius";"Aster salicifolius"
"Aster turbinellus";"Aster turbinellus"
"Astragalus canadensis";"Astragalus canadensis"
"Astragalus mexicanus";"Astragalus mexicanus"
"Baptisia bracteata";"Baptisia bracteata"
"Baptisia leucantha";"Baptisia leucantha"
"Bidens aristosa";"Bidens aristosa"
"Bidens bipinnata";"Bidens bipinnata"
"Bidens connata";"Bidens connata"
"Bidens frondosa";"Bidens frondosa"
"Bidens laevis";"Bidens laevis"
"Blephilia ciliata";"Blephilia ciliata"
"Blephilia hirsuta";"Blephilia hirsuta"
"Boltonia asteroides";"Boltonia asteroides"
"Brauneria pallida";"Brauneria pallida"
"Brauneria purpurea";"Brauneria purpurea"
"Cacalia atriplicifolia";"Cacalia atriplicifolia"
"Cacalia reniformis";"Cacalia reniformis"
"Cacalia tuberosa";"Cacalia tuberosa"
"Camassia esculenta";"Camassia esculenta"
"Campanula americana";"Campanula americana"
"Capsella bursa-pastoris";"Capsella bursa-pastoris"
"Cardamine bulbosa";"Cardamine bulbosa"
"Cassia chamaecrista";"Cassia chamaecrista"
"Cassia marilandica";"Cassia marilandica"
"Castalia tuberosa";"Castalia tuberosa"
"Castilleja coccinea";"Castilleja coccinea"
"Caulophyllum thalictroides";"Caulophyllum thalictroides"
"Ceanothus americanus";"Ceanothus americanus"
"Celastrus scandens";"Celastrus scandens"
"Cephalanthus occidentalis";"Cephalanthus occidentalis"
"Cerastium nutans";"Cerastium nutans"
"Cerastium vulgatum";"Cerastium vulgatum"
"Cercis canadensis";"Cercis canadensis"
"Chaerophyllum procumbens";"Chaerophyllum procumbens"
"Chrysanthemum leucanthemum";"Chrysanthemum leucanthemum"
"Cicuta maculata";"Cicuta maculata"
"Circaea lutetiana";"Circaea lutetiana"
"Cirsium altissimum";"Cirsium altissimum"
"Cirsium discolor";"Cirsium discolor"
"Cirsium lanceolatum";"Cirsium lanceolatum"
"Cirsium pumilum";"Cirsium pumilum"
"Claytonia virginica";"Claytonia virginica"
"Clematis pitcheri";"Clematis pitcheri"
"Clematis virginiana";"Clematis virginiana"
"Collinsia verna";"Collinsia verna"
"Comandra umbellata";"Comandra umbellata"
"Convolvulus sepium";"Convolvulus sepium"
"Coreopsis tripteris";"Coreopsis tripteris"
"Coreopsis palmata";"Coreopsis palmata"
"Cornus amomum";"Cornus amomum"
"Cornus florida";"Cornus florida"
"Cornus paniculata";"Cornus paniculata"
"Crataegus coccinea";"Crataegus coccinea"
"Crataegus crus-galli";"Crataegus crus-galli"
"Crataegus mollis";"Crataegus mollis"
"Crotalaria sagittalis";"Crotalaria sagittalis"
"Cryptotaenia canadensis";"Cryptotaenia canadensis"
"Cucurbita melopepo";"Cucurbita melopepo"
"Cucurbita pepo";"Cucurbita pepo"
"Cuphea petiolata";"Cuphea petiolata"
"Cuscuta cephalanthi";"Cuscuta cephalanthi"
"Cuscuta glomerata";"Cuscuta glomerata"
"Cynoglossum officinale";"Cynoglossum officinale"
"Cypripedium parviflorum pubescens";"Cypripedium parviflorum pubescens"
"Datura stramonium";"Datura stramonium"
"Datura tatula";"Datura tatula"
"Delphinium tricorne";"Delphinium tricorne"
"Dentaria laciniata";"Dentaria laciniata"
"Desmodium bracteosum";"Desmodium bracteosum"
"Desmodium canadense";"Desmodium canadense"
"Desmodium canescens";"Desmodium canescens"
"Desmodium dillenii";"Desmodium dillenii"
"Desmodium grandiflorum";"Desmodium grandiflorum"
"Desmodium illinoense";"Desmodium illinoense"
"Desmodium marilandicum";"Desmodium marilandicum"
"Desmodium paniculatum";"Desmodium paniculatum"
"Desmodium sessilifolium";"Desmodium sessilifolium"
"Dianthera americana";"Dianthera americana"
"Dicentra cucullaria";"Dicentra cucullaria"
"Diospyros virginiana";"Diospyros virginiana"
"Dipsacus sylvestris";"Dipsacus sylvestris"
"Dirca palustris";"Dirca palustris"
"Dodecatheon meadia";"Dodecatheon meadia"
"Echinocystis lobata";"Echinocystis lobata"
"Ellisia nyctelaea";"Ellisia nyctelaea"
"Erechthites hieracifolia";"Erechthites hieracifolia"
"Erigenia bulbosa";"Erigenia bulbosa"
"Erigeron annuus";"Erigeron annuus"
"Erigeron canadensis";"Erigeron canadensis"
"Erigeron philadelphicus";"Erigeron philadelphicus"
"Erigeron pulchellus";"Erigeron pulchellus"
"Erigeron ramosus";"Erigeron ramosus"
"Eryngium yuccifolium";"Eryngium yuccifolium"
"Erythronium albidum";"Erythronium albidum"
"Eulophus americanus";"Eulophus americanus"
"Eupatorium altissimum";"Eupatorium altissimum"
"Eupatorium coelestinum";"Eupatorium coelestinum"
"Eupatorium perfoliatum";"Eupatorium perfoliatum"
"Eupatorium purpureum";"Eupatorium purpureum"
"Eupatorium serotinum";"Eupatorium serotinum"
"Eupatorium sessilifolium";"Eupatorium sessilifolium"
"Eupatorium urticaefolium";"Eupatorium urticaefolium"
"Euphorbia corollata";"Euphorbia corollata"
"Euphorbia preslii";"Euphorbia preslii"
"Evonymus atropurpureus";"Evonymus atropurpureus"
"Fragaria virginiana illinoensis";"Fragaria virginiana illinoensis"
"Frasera carolinensis";"Frasera carolinensis"
"Fraxinus americanus";"Fraxinus americanus"
"Galium aperine";"Galium aperine"
"Galium trifidum";"Galium trifidum"
"Gaura biennis";"Gaura biennis"
"Gentiana andrewsii";"Gentiana andrewsii"
"Gentiana puberula";"Gentiana puberula"
"Geranium carolinianum";"Geranium carolinianum"
"Geranium maculatum";"Geranium maculatum"
"Gerardia auriculata";"Gerardia auriculata"
"Gerardia grandiflora";"Gerardia grandiflora"
"Gerardia purpurea";"Gerardia purpurea"
"Gerardia tenuifolia";"Gerardia tenuifolia"
"Geum canadense";"Geum canadense"
"Geum vernum";"Geum vernum"
"Gillenia stipulacea";"Gillenia stipulacea"
"Gleditsia triacanthos";"Gleditsia triacanthos"
"Gnaphalium polycephalum";"Gnaphalium polycephalum"
"Gonolobus laevis";"Gonolobus laevis"
"Gratiola virginiana";"Gratiola virginiana"
"Gymnocladus dioica";"Gymnocladus dioica"
"Habenaria leucophaea";"Habenaria leucophaea"
"Hedeoma pulegioides";"Hedeoma pulegioides"
"Helenium autumnale";"Helenium autumnale"
"Helianthus annuus";"Helianthus annuus"
"Helianthus divaricatus";"Helianthus divaricatus"
"Helianthus grosse-serratus";"Helianthus grosse-serratus"
"Helianthus laetiflorus";"Helianthus laetiflorus"
"Helianthus mollis";"Helianthus mollis"
"Helianthus scaberrimus";"Helianthus scaberrimus"
"Helianthus strumosus";"Helianthus strumosus"
"Helianthus tuberosus";"Helianthus tuberosus"
"Heliopsis helianthoides";"Heliopsis helianthoides"
"Hepatica acutiloba";"Hepatica acutiloba"
"Heracleum lanatum";"Heracleum lanatum"
"Heuchera hispida";"Heuchera hispida"
"Hibiscus lasiocarpos";"Hibiscus lasiocarpos"
"Hibiscus militaris";"Hibiscus militaris"
"Hibiscus trionum";"Hibiscus trionum"
"Houstonia purpurea calycosa";"Houstonia purpurea calycosa"
"Hybanthus concolor";"Hybanthus concolor"
"Hydrangea arborescens";"Hydrangea arborescens"
"Hydrophyllum appendiculatum";"Hydrophyllum appendiculatum"
"Hydrophyllum virginianum";"Hydrophyllum virginianum"
"Hypericum ascyron";"Hypericum ascyron"
"Hypericum cistifolium";"Hypericum cistifolium"
"Hypericum punctatum";"Hypericum punctatum"
"Hypoxis hirsuta";"Hypoxis hirsuta"
"Ilysanthes dubia";"Ilysanthes dubia"
"Impatiens biflora";"Impatiens biflora"
"Impatiens pallida";"Impatiens pallida"
"Ipomoea hederacea";"Ipomoea hederacea"
"Ipomoea pandurata";"Ipomoea pandurata"
"Ipomoea purpurea";"Ipomoea purpurea"
"Iris hexagona";"Iris hexagona"
"Iris versicolor";"Iris versicolor"
"Isopyrum biternatum";"Isopyrum biternatum"
"Krigia amplexicaulis";"Krigia amplexicaulis"
"Lactuca canadensis";"Lactuca canadensis"
"Lactuca floridana";"Lactuca floridana"
"Lantana camara";"Lantana camara"
"Lappula virginiana";"Lappula virginiana"
"Leonurus cardiaca";"Leonurus cardiaca"
"Lepachys pinnata";"Lepachys pinnata"
"Lepidium virginicum";"Lepidium virginicum"
"Lespedeza capitata";"Lespedeza capitata"
"Lespedeza procumbens";"Lespedeza procumbens"
"Lespedeza virginica";"Lespedeza virginica"
"Liatris pycnostachya";"Liatris pycnostachya"
"Liatris scariosa";"Liatris scariosa"
"Lilium superbum";"Lilium superbum"
"Linaria vulgaris";"Linaria vulgaris"
"Liparis liliifolia";"Liparis liliifolia"
"Lippia lanceolata";"Lippia lanceolata"
"Lithospermum canescens";"Lithospermum canescens"
"Lobelia cardinalis";"Lobelia cardinalis"
"Lobelia cardinalis x siphilitica";"Lobelia cardinalis x siphilitica"
"Lobelia inflata";"Lobelia inflata"
"Lobelia leptostachys";"Lobelia leptostachys"
"Lobelia siphilitica";"Lobelia siphilitica"
"Lobelia spicata";"Lobelia spicata"
"Lonicera sempervirens";"Lonicera sempervirens"
"Lonicera sullivantii";"Lonicera sullivantii"
"Ludvigia alternifolia";"Ludvigia alternifolia"
"Ludvigia polycarpa";"Ludvigia polycarpa"
"Lycopus americanus";"Lycopus americanus"
"Lythrum alatum";"Lythrum alatum"
"Malva rotundifolia";"Malva rotundifolia"
"Marrubium vulgare";"Marrubium vulgare"
"Martynia louisiana";"Martynia louisiana"
"Melanthium virginicum";"Melanthium virginicum"
"Melilotus alba";"Melilotus alba"
"Mentha arvensis";"Mentha arvensis"
"Mertensia virginica";"Mertensia virginica"
"Mimulus alatus";"Mimulus alatus"
"Mimulus ringens";"Mimulus ringens"
"Mollugo verticillata";"Mollugo verticillata"
"Monarda bradburiana";"Monarda bradburiana"
"Monarda fistulosa";"Monarda fistulosa"
"Myosotis virginica";"Myosotis virginica"
"Myosurus minimus";"Myosurus minimus"
"Nelumbo lutea";"Nelumbo lutea"
"Nepeta cataria";"Nepeta cataria"
"Nepeta hederacea";"Nepeta hederacea"
"Nothoscordum bivalve";"Nothoscordum bivalve"
"Nymphaea advena";"Nymphaea advena"
"Oenothera biennis";"Oenothera biennis"
"Oenothera fruticosa";"Oenothera fruticosa"
"Orchis spectabilis";"Orchis spectabilis"
"Orobanche uniflora";"Orobanche uniflora"
"Osmorrhiza longistylis";"Osmorrhiza longistylis"
"Oxalis corniculata";"Oxalis corniculata"
"Oxalis stricta";"Oxalis stricta"
"Oxalis violacea";"Oxalis violacea"
"Oxypolis rigidior";"Oxypolis rigidior"
"Panicum virgatum";"Panicum virgatum"
"Parthenium integrifolium";"Parthenium integrifolium"
"Passiflora lutea";"Passiflora lutea"
"Pastinaca sativa";"Pastinaca sativa"
"Penstemon hirsutus";"Penstemon hirsutus"
"Penstemon laevigatus";"Penstemon laevigatus"
"Petalostemum candidum";"Petalostemum candidum"
"Petalostemum purpureum";"Petalostemum purpureum"
"Philadelphus grandiflorus";"Philadelphus grandiflorus"
"Phlox divaricata";"Phlox divaricata"
"Phlox glaberrima";"Phlox glaberrima"
"Phlox pilosa";"Phlox pilosa"
"Phryma leptostachya";"Phryma leptostachya"
"Physalis lanceolata";"Physalis lanceolata"
"Physalis subglabrata";"Physalis subglabrata"
"Physalis virginiana";"Physalis virginiana"
"Physostegia virginiana";"Physostegia virginiana"
"Phytolacca decandra";"Phytolacca decandra"
"Plantago major";"Plantago major"
"Poa pratensis";"Poa pratensis"
"Podophyllum peltatum";"Podophyllum peltatum"
"Polemonium reptans";"Polemonium reptans"
"Polygala sanguinea";"Polygala sanguinea"
"Polygonatum commutatum";"Polygonatum commutatum"
"Polygonum acre";"Polygonum acre"
"Polygonum amphibium";"Polygonum amphibium"
"Polygonum hydropiper";"Polygonum hydropiper"
"Polygonum hydropiperoides";"Polygonum hydropiperoides"
"Polygonum lapathifolium";"Polygonum lapathifolium"
"Polygonum pennsylvanicum";"Polygonum pennsylvanicum"
"Polygonum persicaria";"Polygonum persicaria"
"Polygonum scandens";"Polygonum scandens"
"Polytaenia nuttallii";"Polytaenia nuttallii"
