"original_name";"name_clear"
"Acartia";"Acartia"
"other copepods";"Other copepods"
"sponges";"Porifera"
"benthic macrofauna";"Benthic macrofauna"
"clams";"Bivalvia"
"ctenophores";"Beroe"
"meroplankton";"Meroplankton"
"fish larvae";"Fish"
"Pacific menhaden";"Ethmidium maculatum"
"bivalves";"Bivalvia"
"crabs";"Crabs"
"lobsters";"Lobsters"
"butterfish";"Scatophagidae"
"striped bass";"Morone saxatilis"
"bluefish";"Pomatomus saltatrix"
"mackerel";"Scombridae"
"demersal species";"Demersal species"
"starfish";"Asteroidea"
"flounder";"Pleuronectidae"
"man";"Homo sapiens"
"flagellates";"Flagellates"
"diatoms";"Diatoms"
"particulate detritus";"Detritus"
"macroalgae";"Macroalgae"
"eelgrass";"Eelgrass"
