"ID","Species","Interactions","Connectance","Type of interactions","Type of data","Reference","Locality of Studi","Latitude","Longitude"
"M_SD_001","28","50","0.34","Seed Dispersal","1","Baird, J.W. 1980. The selection and use of fruit by birds in an eastern forest. Wilson Bulletin 92: 63-73.","Princeton, Mercer, New Jersey, USA","40.331926","-74.666728"
