"original_name";"name_clear"
"Unicellular algae";"Algae"
"Filamentous algae";"Algae"
"Organic matter";"Detritus"
"Vascular hydrophytes";"Plantae"
"Ostracoda";"Ostracoda"
"Alona";"Alona"
"Chydorus";"Chydorus"
"Paracyclops";"Paracyclops"
"Keratella";"Keratella"
"Euchanis";"Euchanis"
"Lepadella";"Lepadella"
"Cephalodella";"Cephalodella"
"Monommata";"Monommata"
"Lecane";"Lecane"
"Bdelloidea";"Bdelloidea"
"Eucyclops";"Eucyclops"
"Arcella";"Arcella"
"Difflugia";"Difflugia"
"Centropyxis";"Centropyxis"
"Leusquereusia";"Leusquereusia"
"Nebella";"Nebela"
"Quadrulella";"Quadrulella"
"Heleopera";"Heleopera"
"Euglypha";"Euglypha"
"Trinema";"Trinema"
"Cyphoderia";"Cyphoderia"
"Vorticella";"Vorticella"
"Heliozoa";"Heliozoa"
"Ploesoma";"Ploesoma"
"Oligochaeta";"Oligochaeta"
"Nematoda";"Nematoda"
"Polypedilum";"Polypedilum"
"Leptonema";"Leptonema"
"Petrophyla sp2";"Petrophyla"
"Hydrophilus";"Hydrophilus"
"Tupiperla";"Tupiperla"
"Heterelmis (larvae)";"Heterelmis"
"Corynoneura";"Corynoneura"
"Limnophyes";"Limnophyes"
"Ababesmya karelia";"Ablabesmyia karelia"
"Polypedilum gr. Fallax";"Polypedilum"
"Tanytarsini Genus B";"Tanytarsini"
"Cricotopus sp. 2";"Cricotopus"
"Metriocnemus";"Metriocnemus"
"Tanytarsini Genus A";"Tanytarsini"
"Acarina";"Acarina"
"Pentaneura";"Pentaneura"
"Cricotopus sp. 1";"Cricotopus"
"Rheotanytarsus";"Rheotanytarsus"
"Terrestrial insects";"Insectae"
"Turbellaria";"Turbellaria"
"Hydrozoa";"Hydrozoa"
"Phylloicus";"Phylloicus"
"Laccophilus";"Laccophilus"
"Brachycera";"Brachycera"
"Thienemaniella sp3";"Thienemanniella"
"Nanocladius";"Nanocladius"
"Cryptochironomus";"Cryptochironomus"
"Saetheria sp. 2";"Saetheria"
"Tanytarsini Genus D";"Tanytarsini"
"Polypedilum (Tripoudura)";"Polypedilum"
"Limnocoris";"Limnocoris"
"Hexatoma";"Hexatoma"
"Phaenopsectra";"Phaenopsectra"
"Simuliidae";"Simuliidae"
"Stenochironomus";"Stenochironomus"
"Imparfinis mirini";"Imparfinis mirini"
"Hirudinea";"Hirudinea"
"Amphipoda";"Amphipoda"
"Collembola";"Collembola"
"Baetis";"Baetis"
"Oecetis";"Oecetis"
"Petrophyla sp1";"Petrophyla"
"Aphyla";"Aphyla"
"Progomphus";"Progomphus"
"Castoraeshna";"Castoraeschna"
"Libellulidae";"Libellulidae"
"Megapodogrionidae sp1";"Megapodogrionidae"
"Megapodogrionidae sp2";"Megapodogrionidae"
"Hetaerina";"Hetaerina"
"Enallagma";"Enallagma"
"Cordulidae";"Corduliidae"
"Gyretes (larvae)";"Gyretes"
"Gyretes (adult)";"Gyretes"
"Megadytes (larvae)";"Megadytes"
"Tropisternus ";"Tropisternus "
"Hydrotassa";"Hydrothassa"
"Dryops";"Dryops"
"Ceratopogonidae sp. 1";"Ceratopogonidae"
"Ceratopogonidae sp. 2";"Ceratopogonidae"
"Procladius";"Procladius"
"Parametriocnemus";"Parametriocnemus"
"Chironomini";"Chironomini"
"Xestochironomus";"Xestochironomus"
"Saetheria sp. 1";"Saetheria"
"Tribellos sp. 1";"Tribelos"
"Goldichironomus";"Goeldichironomus"
"Constempellina";"Constempellina"
"Paratendipes";"Paratendipes"
"Dixella";"Dixella"
"Nimbocera paulensis";"Nimbocera paulensis"
"Hisonotus sp.";"Hisonotus"
"Geophagus brasiliensis";"Geophagus brasiliensis"
"Astyanax scabripinnis";"Astyanax scabripinnis"
"Characidium schubarti";"Characidium schubarti"
"Hoplias malabaricus";"Hoplias malabaricus"
