"original_name";"name_clear"
"Ficus sp1 ";"Ficus"
"Ficus sp3 ";"Ficus"
"Dysoxylum sp2 ";"Dysoxylum"
"Piper sp2 ";"Piper"
"Myristica subaluata";"Myristica subalulata"
"Ficus sp5 ";"Ficus"
"Pandanus limbatus";"Pandanus limbatus"
"Piper sp1 ";"Piper"
"Elmerillia tsiampaca";"Elmerrillia tsiampacca"
"Aglaia sp1 ";"Aglaia"
"Dysoxylum sp1 ";"Dysoxylum"
"Musa sp1 ";"Musa"
"Ficus dammaropsis";"Ficus dammaropsis"
"Gynotroches sp1 ";"Gynotroches"
"Symplocos sp1 ";"Symplocos"
"Ficus sp2 ";"Ficus"
"Myristica fatua";"Myristica fatua"
"Schefflera sp1 ";"Schefflera"
"Sloanea sp1 ";"Sloanea"
"Elaeocarpus sp1 ";"Elaeocarpus"
"Syzigium sp1 ";"Syzigium"
"Eurya sp1 ";"Eurya"
"Rhus sp1 ";"Rhus"
"Heritiera sp1 ";"Heritiera"
"Ficus sp4 ";"Ficus"
"Poikilospermum sp1 ";"Poikilospermum"
"Manucodia chalybata";"Manucodia chalybata"
"Meliphaga sp1";"Meliphaga"
"Rhyticeros plicatus";"Rhyticeros plicatus"
"Cicinnurus magnificus";"Cicinnurus magnificus"
"Oriolus szalayi";"Oriolus szalayi"
"Ailuroedus buccoides";"Ailuroedus buccoides"
"Coracina boyeri";"Coracina boyeri"
"Coracina schisticeps";"Coracina schisticeps"
"Ducula rufigaster";"Ducula rufigaster"
"Ducula zoeae";"Ducula zoeae"
"Melanocharis nigra";"Melanocharis nigra"
"Pitohui kirhocephalus";"Pitohui kirhocephalus"
"Ptilinopus pulchellus";"Ptilinopus pulchellus"
"Ptilinopus rivoli";"Ptilinopus rivoli"
"Cacatua galerita";"Cacatua galerita"
"Coracina melaena";"Coracina melaena"
"Cracticus cassicus";"Cracticus cassicus"
"Cyclopsittaca gulielmiterti";"Cyclopsitta gulielmiterti"
"Dicrurus hottentottus";"Dicrurus hottentottus"
"Glycichaera fallax";"Glycichaera fallax"
"Gymnophaps albertisii";"Gymnophaps albertisii"
"Macropygia amboinensis";"Macropygia amboinensis"
"Melilestes megarhycus";"Melilestes megarhynchus"
"Microdynamis parva";"Microdynamis parva"
"Mino dumonti";"Mino dumonti"
"Parotia lawesii";"Parotia lawesii"
"Philemon buceroides";"Philemon buceroides"
"Ptilinopus ornatus";"Ptilinopus ornatus"
"Reinwardtoena reinwardtii";"Reinwardtoena reinwardtii"
"Xanthotis flaviventer";"Xanthotis flaviventer"
"Xanthotis polygramma";"Xanthotis polygramma"
"Psychotriasp sp1 ";"Psychotriasp"
"Dracantomelon sp1 ";"Dracantomelon"
"Osmoxylum sp1 ";"Osmoxylum"
"Parasidea raggiana";"Parasidea raggiana"
