"name";"bold";"eol";"tsn";"ncbi"
"Dysoxylum";"279202";"12136080";"564955";"155633"
"Myristica subalulata";"758250";"15794697";NA;"2501721"
"Pandanus limbatus";NA;"9304543";NA;NA
"Elmerrillia tsiampacca";NA;"21880758";NA;"384958"
"Aglaia";"179545";"12129401";"672081";"201006"
"Musa";"254222";"12126637";"42391";"4640"
"Ficus dammaropsis";"758245";"14114792";NA;"100548"
"Gynotroches";"436597";"12237115";"564962";"61136"
"Myristica fatua";"179711";"13135165";NA;"652499"
"Schefflera";"223777";"11294005";"822326";"46414"
"Sloanea";"194835";"12105841";"21507";"45190"
"Elaeocarpus";"179653";"11330878";"21505";"26005"
"Syzigium";NA;NA;NA;NA
"Eurya";"415310";"12116966";"84115";"59670"
"Rhus";"121436";"10658142";"28783";"4012"
"Heritiera";"252571";"11766093";"564964";"93779"
"Poikilospermum";"439268";"14117243";NA;"194276"
"Manucodia chalybata";NA;"14117352";NA;"254550"
"Meliphaga";"119151";"14112306";"561069";"108831"
"Rhyticeros plicatus";"160537";"12204868";"707864";"1303258"
"Cicinnurus magnificus";NA;"23923599";NA;"28716"
"Oriolus szalayi";"119286";"15794612";"561712";"890115"
"Ailuroedus buccoides";"119537";"15797050";"713584";"1055197"
"Coracina boyeri";NA;"15798899";"559439";"424853"
"Coracina schisticeps";NA;"22953014";"923279";"424874"
"Ducula rufigaster";"103604";"18624587";"177390";"444138"
"Ducula zoeae";"113790";"15792063";"177393";"187116"
"Melanocharis nigra";"118901";"18629561";"920518";"175124"
"Pitohui kirhocephalus";"118146";"14113255";"922192";"156167"
"Ptilinopus pulchellus";"103581";"18624541";"177339";"444147"
"Ptilinopus rivoli";"113903";"15791561";"677352";"471139"
"Cacatua galerita";"53142";"11947946";"714188";"141274"
"Coracina melaena";NA;NA;NA;"2071562"
"Cracticus cassicus";NA;"15791291";"559552";"1269716"
"Cyclopsitta gulielmiterti";NA;"14148452";"714663";NA
"Dicrurus hottentottus";"105467";"12197870";"924458";"254530"
"Glycichaera fallax";NA;"22953130";NA;"266358"
"Gymnophaps albertisii";"103598";"18624604";"177401";"262121"
"Macropygia amboinensis";"88885";"17716158";"677167";"444145"
"Melilestes megarhynchus";"119150";"18626927";"561065";"266365"
"Microdynamis parva";NA;"18623256";"554716";NA
"Mino dumonti";NA;NA;"561133";NA
"Parotia lawesii";NA;"21535480";"561848";"39961"
"Philemon buceroides";"119220";"11983219";"713825";"266327"
"Ptilinopus ornatus";NA;"18631223";"177334";"1390996"
"Reinwardtoena reinwardtii";NA;"15792307";"676916";"471140"
"Xanthotis flaviventer";"750084";"15792216";"713693";"266389"
"Xanthotis polygramma";NA;"23951231";NA;NA
"Psychotriasp";NA;NA;NA;NA
"Dracantomelon";NA;NA;NA;NA
"Osmoxylum";NA;NA;NA;NA
"Parasidea raggiana";NA;NA;NA;NA
