"sp_taxon_1";"sp_taxon_2";"value";"type"
"bovine or equine dung";"Pogonomyrmex maricopa";"1";"commensalism"
"bovine or equine dung";"Conomyrma bicolor";"1";"commensalism"
"bovine or equine dung";"Iridomyrmex pruinosis";"1";"commensalism"
"bovine or equine dung";"Myrmecosystus romainei";"1";"commensalism"
"bovine or equine dung";"Pheidole militicida";"1";"commensalism"
"bovine or equine dung";"Canthon ebenus";"1";"commensalism"
"bovine or equine dung";"C. melanus";"1";"commensalism"
"bovine or equine dung";"Phanaeus difformis";"1";"commensalism"
"bovine or equine dung";"Eleodes carbonarius";"1";"commensalism"
"bovine or equine dung";"E. fusiformis";"1";"commensalism"
"bovine or equine dung";"Eusattus reticularis";"1";"commensalism"
"R. l'herminieri larvae";"Saprinus pennsylvanicus";"1";"predation"
"R. planifrons larvae";"Saprinus pennsylvanicus";"1";"predation"
"O. conclausa larvae";"Saprinus pennsylvanicus";"1";"predation"
"R. l'herminieri larvae";"Philonthus sp.";"1";"predation"
"R. planifrons larvae";"Philonthus sp.";"1";"predation"
"O. conclausa larvae";"Philonthus sp.";"1";"predation"
"R. l'herminieri larvae";"Aleochara sp.";"1";"predation"
"R. planifrons larvae";"Aleochara sp.";"1";"predation"
"O. conclausa larvae";"Aleochara sp.";"1";"predation"
"bovine or equine dung";"Ravinia l'herminieri";"1";"commensalism"
"bovine or equine dung";"R. planifrons";"1";"commensalism"
"bovine or equine dung";"Oxysarcodexia conclausa";"1";"commensalism"
"bovine or equine dung";"Semiothisa sp.";"1";"commensalism"
"bovine or equine dung";"Bulia deducta";"1";"commensalism"
"bovine or equine dung";"Gryllus integer";"1";"commensalism"
"bovine or equine dung";"Ammobaenetes phrixocnemoides";"1";"commensalism"
"bovine or equine dung";"Stenopelmatus fuscus";"1";"commensalism"
"Ravinia l'herminieri";"Psilochorus imitatus";"1";"predation"
"R. planifrons";"Psilochorus imitatus";"1";"predation"
"Oxysarcodexia conclausa";"Psilochorus imitatus";"1";"predation"
"Ravinia l'herminieri";"Lycosa coloradensis";"1";"predation"
"R. planifrons";"Lycosa coloradensis";"1";"predation"
"Oxysarcodexia conclausa";"Lycosa coloradensis";"1";"predation"
"bovine or equine dung";"R. l'herminieri larvae";"1";"commensalism"
"bovine or equine dung";"R. planifrons larvae";"1";"commensalism"
"bovine or equine dung";"O. conclausa larvae";"1";"commensalism"
