"original_name";"name_clear"
"Ficus sp1 ";"Ficus"
"Pseudospondias longifolia";"Pseudospondias longifolia"
"Elaeis guineensis";"Elaeis guineensis"
"Tetrapleura tetraptera";"Tetrapleura tetraptera"
"Unidentified sp1 ";"Unidentified"
"Xylopia sp1 ";"Xylopia"
"Detarium macrocarpum";"Detarium macrocarpum"
"Duboscia macrocarpa";"Duboscia macrocarpa"
"Ongokea gore";"Ongokea gore"
"Pentaclethra sp1 ";"Pentaclethra"
"Unidentified sp2 ";"Unidentified"
"Marantochloa sp1 ";"Marantochloa"
"Berlinia bracteosa";"Berlinia bracteosa"
"Pycnanthus angolensis";"Pycnanthus angolensis"
"Milicia excelsa";"Milicia excelsa"
"Pentadesma butyracea";"Pentadesma butyracea"
"Mandrillus sphinx";"Mandrillus sphinx"
"Cercocebus albigena";"Cercocebus albigena"
"Cercopithecus nictitans";"Cercopithecus nictitans"
"Cercopithecus cephus";"Cercopithecus cephus"
"Gorilla gorilla";"Gorilla gorilla"
"Cercopithecus pogonias";"Cercopithecus pogonias"
"Pan troglodytes";"Pan troglodytes"
"Colobus satanas";"Colobus satanas"
