"original_name";"name_clear"
"Systenus sp. 1 larvae";"Systenus"
"Systenus sp. 2 larvae";"Systenus"
"Brachyopa insensilis larvae";"Brachyopa insensilis"
"Dasyhelea obscura larvae";"Dasyhelea obscura"
"Aulacigaster leucopeza eggs";"Aulacigaster leucopeza"
"Hericia hericia";"Hericia hericia"
"flux material";"Ulmus procera salisb"
"Phaomia sp. larvae";"Phaonia"
"Thamiarea hospita";"Thamiaraea hospita"
