"name";"bold";"eol";"tsn";"ncbi"
"Sessilia";"391";"11089728";"621154";"116167"
"Mytilus californianus";"33413";"12092075";"79455";"6549"
"Tegula";"6058";"11295357";"69952";"6467"
"Pollicipes";"5821";"12225309";"89475";"36136"
"Pisaster";"25298";"12878154";"157255";"7610"
"Leptasterias";"2795";"10174772";"157229";"43054"
"Searlesia";"277343";"24686606";"73820";NA
