"name";"bold";"eol";"tsn";"ncbi"
"Aphelinus chaonia";"731295";"31397518";NA;"2008412"
"Trioxys betulae";NA;"6858765";NA;"77515"
"Trioxys compressicornis";NA;"11199782";NA;NA
"Praon flavinode";"508542";"24669798";NA;"1097461"
"Aphidius aquilus";"508518";"24669784";NA;"1097450"
"Calaphidius elegans";NA;"31081436";NA;NA
"Symydobius oblongus";"144357";"24732773";NA;NA
"Euceraphis betulae";"95357";"21289033";NA;NA
"Betulaphis quadrituberculata";"147842";"20921579";NA;"1425383"
"Calaphis betulicola";"147876";"24675807";NA;"1863037"
"Betulaphis brevipilosa";"147835";"24675886";NA;"1425382"
"Hamamelistes betulinus";"146429";"24675927";NA;"154513"
"Betula pendula";"179561";"11144628";"19495";NA
"Lysiphlebus thelaxis";NA;NA;NA;NA
"Protaphidius wissmanii";NA;NA;NA;NA
"Trioxys pallidus";"508544";"29370089";NA;"55902"
"Trioxys curvicaudus";NA;"24669812";NA;NA
"Trioxys tenuicaudus";NA;"24669816";NA;NA
"Aphidencyrtus aphidivorus";NA;NA;NA;NA
"Aphidencyrtus quercicola";NA;NA;NA;NA
"Thelaxes dryophila";"148092";"15633991";NA;"1425416"
"Stomaphis quercus";"142273";"24675863";NA;"97077"
"Tuberculoides annulatus";NA;"22242784";NA;NA
"Myzocallis castanicola";"144128";"29365972";NA;"1300245"
"Quercus robur";"330936";"11782069";"19405";"38942"
"Pauesia picta";NA;"24669807";NA;NA
"Pauesia laricia";NA;NA;NA;NA
"Pauesia jezoensis";NA;"24669809";NA;"78496"
"Pauesia pini";"793802";"24669806";NA;"77508"
"Praon bicolor";"508541";"24669800";NA;"77512"
"Diaeretus leucopterus";NA;"24669863";NA;"78488"
"Pauesia unilachni";NA;"24669808";NA;"55895"
"Cinara pini";"147068";"15614499";NA;"1421475"
"Cinara pinea";"95355";"21266018";NA;"97058"
"Eulachnus agilis";"147287";"24732720";NA;"1656472"
"Schizolachnus pineti";"95363";"13372473";NA;"136356"
"Pinus sylvestris";"101034";"11779194";"183389";"3349"
"Protophidius wissmanii";NA;NA;NA;NA
