"name";"bold";"eol";"tsn";"ncbi"
"Dogfish";NA;NA;160604;NA
"Nemadactylus macropterus";53060;7248923;170262;76931
"Warehous";NA;NA;NA;NA
"Other pisces";NA;NA;NA;NA
"Molva molva";78488;7246241;164760;163112
"Sebastes";3990;12090673;166709;34820
"Platycephalidae";1274;12224495;167131;30987
"Pyura stolonifera";701101;7909334;NA;7731
"Pterapogon kauderni";47148;7323218;642226;215349
"Holothuroidea";31;11150236;158140;7705
"Sillago";3689;7224392;168530;43257
"Mesopelagic";NA;NA;NA;NA
"Megabenthos";NA;NA;NA;NA
"Macrobenthos";NA;NA;NA;NA
"Pelagic invertebrates";NA;NA;NA;NA
"Pelagic crustacean";NA;NA;NA;NA
