"name";"bold";"eol";"tsn";"ncbi"
"Saprophagous plankton";NA;NA;NA;NA
"Pseudocalanus";5322;5971892;85373;119371
"Mixed-food consumers";NA;NA;NA;NA
"Primary carnivores";NA;NA;NA;NA
"Secondary carnivores";NA;NA;NA;NA
"Tertiary carnivores";NA;NA;NA;NA
"Large-sized phytoplankton";NA;NA;NA;NA
