"original_name";"name_clear"
"saprophagous plankton";"Saprophagous plankton"
"large-sized phytoplankton";"Large-sized phytoplankton"
"Oikopleura";"Oikopleura"
"II-III copepodites";"Copepoda"
"IV-VI copepodites of Paracalanus";"Copepoda"
"larvae of molluscs and polychaetes";"Polychaeta"
"naupliuses";"Crustacea"
"IV-VI copepodites of Calanus and Pseudocalanus";"Pseudocalanus"
"mixed-food consumers";"Mixed-food consumers"
"primary carnivores";"Primary carnivores"
"secondary carnivores";"Secondary carnivores"
"tertiary carnivores";"Tertiary carnivores"
"detritus";"Detritus"
"phytoplankton";"Phytoplankton"
