"name";"bold";"eol";"tsn";"ncbi"
"Doryteuthis opalescens";462355;6263884;NA;1051066
"Squalus acanthias";12653;5884182;160617;7797
"Oncorhynchus kisutch";23772;6985637;161977;8019
"Oncorhynchus tshawytscha";10566;6985631;161980;74940
"Oncorhynchus mykiss";16550;6985636;553421;8022
"Anoplopoma fimbria";13145;7318538;167123;229290
"Oncorhynchus clarkii";26334;10204341;553415;30962
"Alosa sapidissima";13393;6985812;161702;34773
"Hydromedusae";NA;NA;718926;NA
"Scyphomedusae";NA;NA;NA;NA
"Clionidae";1841;8025165;78087;71514
"Neocalanus cristatus";24528;5971582;667083;119368
"Neocalanus plumchrus";32386;5971576;667085;119370
"Cirriphyllum brandegeei";NA;11754788;547671;NA
"Thaliacians";NA;NA;NA;NA
"Scorpaenidae";1282;11175877;166704;8108
"Oncorhynchus nerka";88747;7097140;161979;8023
"Sebastes melanops";10711;7316658;166727;72085
"Oncorhynchus keta";88757;7097143;161976;8018
"Clupea pallasii";33891;7097203;NA;30724
"Merluccius productus";11764;7314627;164792;89952
"Tomopteris";178448;8052181;65464;397573
"Pelagagobia";NA;NA;NA;NA
