"original_name";"name_clear"
"Market squid";"Doryteuthis opalescens"
"Spiny dogfish";"Squalus acanthias"
"Pacific mackerel";"Scomber japonicus"
"Black rockfish";"Sebastes melanops"
"Sablefish";"Anoplopoma fimbria"
"Coho salmon juvenile";"Oncorhynchus kisutch"
"Coho salmon adult";"Oncorhynchus kisutch"
"Chinook salmon juvenile";"Oncorhynchus tshawytscha"
"Chinook salmon adult";"Oncorhynchus tshawytscha"
"Jack mackerel";"Trachurus"
"Pacific hake";"Merluccius productus"
"Cnidarians Hydromedusae";"Hydromedusae"
"Scyphomedusae";"Scyphomedusae"
"Ctenophores Beroe sp.";"Beroe"
"Cephalopods Loligo opalescens";"Cephalopod"
"Copepods Neocalanus cristatus";"Neocalanus cristatus"
"N. plumchrus";"Neocalanus plumchrus"
"Amphipods";"Amphipoda"
"Ephausiids";"Euphausiacea"
"Decapods";"Decapoda"
"Insects";"Insecta"
"Chaetognaths";"Chaetognatha"
"Clupeids";"Clupeidae"
"Scorpaenids";"Scorpaenidae"
"Pleuronectids";"Pleuronectidae"
"Other fishes";"Pisces"
