"original_name";"name_clear"
"Market squid";"Doryteuthis opalescens"
"Spiny dogfish";"Squalus acanthias"
"Coho salmon (adult)";"Coho salmon"
"Chinook salmon (adult)";"Chinook salmon"
"Steelhead trout";"Oncorhynchus mykiss"
"Sablefish";"Anoplopoma fimbria"
"Northern anchovy";"Engraulis mordax"
"Coho salmon (juvenile)";"Coho salmon"
"Chinook salmon (juvenile)";"Chinook salmon"
"Cutthroat trout";"Oncorhynchus clarkii"
"American shad";"Alosa sapidissima"
"Cnidarians (Hydromedusae - Scyphomedusae)";"Cnidarians"
"Pteropods (Limacina helicina - Clionidae)";"Pteropods"
"Cephalopods (Loligo opalescens)";"Cephalopods"
"Copepods (Neocalanus cristatus - N. plumchrus)";"Copepods"
"CIRR";"Cirriphyllum brandegeei"
"Amphipods";"Amphipoda"
"Ephausiids";"Euphausiacea"
"Decapods";"Decapoda"
"Insects";"Insecta"
"Chaetognaths";"Chaetognatha"
"Thaliacians";"Thaliacians"
"Clupeids";"Clupeidae"
"Scorpaenids";"Scorpaenidae"
"Pleuronectids";"Pleuronectidae"
"Other fishes";"Pisces"
