"original_name";"name_clear"
"Market squid";"Doryteuthis opalescens"
"Spiny dogfish";"Squalus acanthias"
"Coho salmon adult";"Oncorhynchus kisutch"
"Chinook salmon adult";"Oncorhynchus tshawytscha"
"Steelhead trout";"Oncorhynchus mykiss"
"Sablefish";"Anoplopoma fimbria"
"Northern anchovy";"Engraulis mordax"
"Coho salmon juvenile";"Oncorhynchus kisutch"
"Chinook salmon juvenile";"Oncorhynchus tshawytscha"
"Cutthroat trout";"Oncorhynchus clarkii"
"American shad";"Alosa sapidissima"
"Cnidarians Hydromedusae";"Hydromedusae"
"Scyphomedusae";"Scyphomedusae"
"Pteropods Limacina helicina";"Limacina helicina"
"Clionidae";"Clionidae"
"Cephalopods Loligo opalescens";"Cephalopod"
"Copepods Neocalanus cristatus";"Neocalanus cristatus"
"N. plumchrus";"Neocalanus plumchrus"
"CIRR";"Cirriphyllum brandegeei"
"Amphipods";"Amphipoda"
"Ephausiids";"Euphausiacea"
"Decapods";"Decapoda"
"Insects";"Insecta"
"Chaetognaths";"Chaetognatha"
"Thaliacians";"Thaliacians"
"Clupeids";"Clupeidae"
"Scorpaenids";"Scorpaenidae"
"Pleuronectids";"Pleuronectidae"
"Other fishes";"Pisces"
