"original_name";"name_clear"
"Spiny dogfish";"Squalus acanthias"
"Chum salmon (juvenile)";"Chum salmon"
"Coho salmon (adult)";"Coho salmon"
"Chinook salmon (adult)";"Chinook salmon"
"Black rockfish";"Sebastes melanops"
"Sablefish";"Anoplopoma fimbria"
"Coho salmon (juvenile)";"Coho salmon"
"Chinook salmon (juvenile)";"Chinook salmon"
"Jack mackerel";"Trachurus"
"Pacific herring";"Clupea pallasii"
"Pacific mackerel";"Scomber japonicus"
"Cutthroat trout";"Oncorhynchus clarkii"
"Ctenophores (Beroe sp.)";"Ctenophores"
"Pteropods (Limacina helicina - Clionidae)";"Pteropods"
"Cephalopods (Loligo opalescens)";"Cephalopods"
"Copepods (Neocalanus cristatus - N. plumchrus)";"Copepods"
"Amphipods";"Amphipoda"
"Ephausiids";"Euphausiacea"
"Decapods";"Decapoda"
"Insects";"Insecta"
"Chaetognaths";"Chaetognatha"
"Thaliacians";"Thaliacians"
"Clupeids";"Clupeidae"
"Scorpaenids";"Scorpaenidae"
"Pleuronectids";"Pleuronectidae"
"Other fishes";"Pisces"
