"original_name";"name_clear"
"Sockeye Salmon juvenile";"Oncorhynchus nerka"
"Coho salmon juvenile";"Oncorhynchus kisutch"
"Coho salmon adult";"Oncorhynchus kisutch"
"Chinook salmon juvenile";"Oncorhynchus tshawytscha"
"Chinook salmon adult";"Oncorhynchus tshawytscha"
"Jack mackerel";"Trachurus"
"Black rockfish";"Sebastes melanops"
"Spiny dogfish";"Squalus acanthias"
"Chum salmon juvenile";"Oncorhynchus keta"
"Pacific herring";"Clupea pallasii"
"Cutthroat trout";"Oncorhynchus clarkii"
"Steelhead trout";"Oncorhynchus mykiss"
"Pacific hake";"Merluccius productus"
"Polychaetes Tomopteris sp.";"Tomopteris"
"Pelagagobia sp.";"Pelagagobia"
"Pteropods Limacina helicina";"Limacina helicina"
"Clionidae";"Clionidae"
"Cephalopods Loligo opalescens";"Cephalopod"
"Copepods Neocalanus cristatus";"Neocalanus cristatus"
"N. plumchrus";"Neocalanus plumchrus"
"Amphipods";"Amphipoda"
"Ephausiids";"Euphausiacea"
"Decapods";"Decapoda"
"Insects";"Insecta"
"Clupeids";"Clupeidae"
"Scorpaenids";"Scorpaenidae"
"Pleuronectids";"Pleuronectidae"
"Other fishes";"Pisces"
