"original_name";"name_clear"
"Sockeye Salmon (juvenile)";"Sockeye Salmon"
"Coho salmon (juvenile)";"Coho salmon"
"Coho salmon (adult)";"Coho salmon"
"Chinook salmon (juvenile)";"Chinook salmon"
"Chinook salmon (adult)";"Chinook salmon"
"Jack mackerel";"Trachurus"
"Black rockfish";"Sebastes melanops"
"Spiny dogfish";"Squalus acanthias"
"Chum salmon (juvenile)";"Chum salmon"
"Pacific herring";"Clupea pallasii"
"Cutthroat trout";"Oncorhynchus clarkii"
"Steelhead trout";"Oncorhynchus mykiss"
"Pacific hake";"Merluccius productus"
"Polychaetes (Tomopteris sp. - Pelagagobia sp.)";"Polychaetes"
"Pteropods (Limacina helicina - Clionidae)";"Pteropods"
"Cephalopods (Loligo opalescens)";"Cephalopods"
"Copepods (Neocalanus cristatus - N. plumchrus)";"Copepods"
"Amphipods";"Amphipoda"
"Ephausiids";"Euphausiacea"
"Decapods";"Decapoda"
"Insects";"Insecta"
"Clupeids";"Clupeidae"
"Scorpaenids";"Scorpaenidae"
"Pleuronectids";"Pleuronectidae"
"Other fishes";"Pisces"
