"original_name";"name_clear"
"Salvelinus fontinalis";"Salvelinus fontinalis"
"Semotilus atromaculatus";"Semotilus atromaculatus"
"Notemigonus crysoleucas";"Notemigonus crysoleucas"
"Lepomis gibbosus";"Lepomis gibbosus"
"Notropis cornutus";"Notropis cornutus"
"Catostomus commersoni";"Catostomus commersoni"
"Ictalurus nebulosus";"Ictalurus nebulosus"
"fish fry";"Fish fry"
"Epishura lacustris";"Epishura lacustris"
"C. vernalis";"Cyclops vernalis"
"Mesocyclops edax";"Mesocyclops edax"
"Tropocyclops parsinus";"Tropocyclops parsinus"
"Leptodora kindtii";"Leptodora kindtii"
"Asplanchna sp.";"Asplanchna"
"copepod nauplii";"Copepod nauplii"
"Diaptomus minutus";"Diaptomus minutus"
"D. dubia";"Daphnia dubia"
"D. longiremis";"Daphnia longiremis"
"D. catawba";"Daphnia catawba"
"D. retrocurva";"Daphnia retrocurva"
"Bosmina longirsotris";"Bosmina longirsotris"
"Diaphanosoma birgei";"Diaphanosoma birgei"
"Holopedium gibberum";"Holopedium gibberum"
"Kelicottia bostoniensis";"Kelicottia bostoniensis"
"K. longispina";"Kelicottia longispina"
"Keratella cochlearis";"Keratella cochlearis"
"K. crassa";"Keratella crassa"
"K. taurocephala";"Keratella taurocephala"
"T. multicrinis";"T_multicrinis"
"Gastropus stylifer";"Gastropus stylifer"
"Polyarthra euryptera";"Polyarthra euryptera"
"P. remata";"Polyarthra remata"
"P. vulgaris";"Polyarthra vulgaris"
"Conochiloides dossuarius";"Conochiloides dossuarius"
"C. unicornis";"C. unicornis"
"Colletheca mutabilis";"Colletheca mutabilis"
"P. wisconsinense";"P_wisconsinense"
"P. inconspicuum";"Peridinium inconspicuum"
"Gymnodinium palustre";"Gymnodinium palustre"
"s. sp.";"Staurastrum"
"Cosmarium sp.";"Cosmarium"
"Tabellaria fenestrata";"Tabellaria fenestrata"
"Melosira sp.";"Melosira"
"fish eggs";"Fish eggs"
"periphyton";"Periphyton"
"Cryptomonas ovata";"Cryptomonas ovata"
"C. erosa";"Cryptomonas erosa"
"nanoflagellates";"Nanoflagellates"
"Oocyctis sp.";"Oocyctis"
"Sphaerocystis schroeteri";"Sphaerocystis schroeteri"
"Schroederia setigera";"Schroederia setigera"
"Elakatrothrix gelatinosa";"Elakatothrix gelatinosa"
"Tetraedrom minimum";"Tetraedrom minimum"
"Botryococcus braunii";"Botryococcus braunii"
"Crucigenia quadrata";"Crucigenia quadrata"
"C. rectangularis";"Crucigenia rectangularis"
"C. tetrapaedia";"C. tetrapaedia"
"C. crucifera";"Crucigenia crucifera"
"Spondylosium planum";"Spondylosium planum"
"Ankistrodesmus falcatus";"Ankistrodesmus falcatus"
"Pediastrum tetras";"Pediastrum tetras"
"S. quadricauda";"Scenedesmus quadricauda"
"Dictyosphaerium pulchellum";"Dictyosphaerium pulchellum"
"Rhizosolenia eriensis";"Rhizosolenia eriensis"
"Cyclotella glomerata";"Cyclotella glomerata"
"C. sp.";"Cyclotella"
"C. sp.";"Chroococcus"
"M. sp.";"Mallamonas"
"Dinobryon bavaricum";"Dinobryon bavaricum"
"D. sertularia";"Dinobryon sertularia"
"Chrysosphaerella longispina";"Chrysosphaerella longispina"
"Merismopedia tenuissima";"Merismopedia tenuissima"
"Chroococcus limneticus";"Chroococcus limneticus"
"Anabaena sp.";"Anabaena"
"Lyngbya sp.";"Lyngbya"
"Microsystis sp.";"Microcystis"
