"original_name";"name_clear"
"Salvelinus fontinalis";"Salvelinus fontinalis"
"Notemigonus crysoleucas";"Notemigonus crysoleucas"
"Ictalurus nebulosus";"Ictalurus nebulosus"
"fish fry";"Fish fry"
"Epishura lacustris";"Epishura lacustris"
"C. vernalis";"Cyclops vernalis"
"Tropocyclops parsinus";"Tropocyclops parsinus"
"Asplanchna sp.";"Asplanchna"
"copepod nauplii";"Copepod nauplii"
"Diaptomus minutus";"Diaptomus minutus"
"Bosmina longirsotris";"Bosmina longirsotris"
"Diaphanosoma birgei";"Diaphanosoma birgei"
"Holopedium gibberum";"Holopedium gibberum"
"Chydorus sphaericus";"Chydorus sphaericus"
"Ceriodaphnia quadrangula";"Ceriodaphnia quadrangula"
"Chydorus bicornutus";"Chydorus bicornutus"
"A. affinis";"Alona affinis"
"Ophryoxus gracilis";"Ophryoxus gracilis"
"Kelicottia bostoniensis";"Kelicottia bostoniensis"
"K. crassa";"Keratella crassa"
"K. taurocephala";"Keratella taurocephala"
"T. multicrinis";"T_multicrinis"
"T. similis";"Trichocerca similis"
"Gastropus stylifer";"Gastropus stylifer"
"Ploesoma truncatum";"Ploesoma truncatum"
"P. hudsoni";"Ploesoma hudsoni"
"P. major";"Polyarthra major"
"P. remata";"Polyarthra remata"
"P. vulgaris";"Polyarthra vulgaris"
"C. unicornis";"C. unicornis"
"Lecane sp.";"Lecane"
"Ascomorpha ecaudis";"Ascomorpha ecaudis"
"periphyton";"Periphyton"
"fish eggs";"Fish eggs"
"Peridinium limbatum";"Peridinium limbatum"
"P. wisconsinense";"P_wisconsinense"
"P. inconspicuum";"Peridinium inconspicuum"
"Cosmarium sp.";"Cosmarium"
"Cryptomonas ovata";"Cryptomonas ovata"
"Oocyctis sp.";"Oocyctis"
"Schroederia setigera";"Schroederia setigera"
"Arthrodesmus incus";"Arthrodesmus incus"
"A. subulatus";"Arthrodesmus subulatus"
"Pediastrum tetras";"Pediastrum tetras"
"Scenedesmus sp.";"Scenedesmus"
"S. quadricauda";"Scenedesmus quadricauda"
"S. dimorphus";"S_dimorphus"
"M. sp.";"Mallamonas"
"D. sertularia";"Dinobryon sertularia"
"D. sp.";"Dinobryon"
"Chrysocapsa planktonica";"Chrysocapsa planktonica"
"Synura uvella";"Synura uvella"
"Uroglenopsis americana";"Uroglenopsis americana"
"Keriphyron sp.";"Keriphyron"
"M. punctata";"Merismopedia punctata"
"Lyngbya sp.";"Lyngbya"
