"original_name";"name_clear"
"Salvelinus fontinalis";"Salvelinus fontinalis"
"Semotilus atromaculatus";"Semotilus atromaculatus"
"Chrosomus eos";"Chrosomus eos"
"fish fry";"Fish fry"
"Mesocyclops edax";"Mesocyclops edax"
"Tropocyclops parsinus";"Tropocyclops parsinus"
"copepod nauplii";"Copepod nauplii"
"Diaptomus minutus";"Diaptomus minutus"
"D. leptomus";"Diaptomus leptopus"
"D. sicilis";"D_sicilis"
"D. catawba";"Daphnia catawba"
"D. ambigua";"Daphnia ambigua"
"D. retrocurva";"Daphnia retrocurva"
"D. pulex";"Daphnia pulex"
"Bosmina longirsotris";"Bosmina longirsotris"
"Holopedium gibberum";"Holopedium gibberum"
"K. taurocephala";"Keratella taurocephala"
"Gastropus stylifer";"Gastropus stylifer"
"P. major";"Polyarthra major"
"periphyton";"Periphyton"
"fish eggs";"Fish eggs"
"C. erosa";"Cryptomonas erosa"
"nanoflagellates";"Nanoflagellates"
"Oocyctis sp.";"Oocyctis"
"Sphaerocystis schroeteri";"Sphaerocystis schroeteri"
"Schroederia setigera";"Schroederia setigera"
"Elakatrothrix gelatinosa";"Elakatothrix gelatinosa"
"Botryococcus braunii";"Botryococcus braunii"
"C. tetrapaedia";"C. tetrapaedia"
"M. sp.";"Mallamonas"
"Merismopedia tenuissima";"Merismopedia tenuissima"
