"name";"bold";"eol";"tsn";"ncbi"
"Mesocyclops edax";51846;5967635;88692;245082
"Daphnia catawba";28672;5952812;83886;247388
"Daphnia pulex";8872;6248376;83874;6669
"Ilyocryptus spinifer";92884;5952714;84133;527134
"Acantholeberis curvirostris";8944;5953037;84151;77750
"Euchlanis";78969;5869445;58582;231619
"Manfredium eudactylotum";NA;NA;58612;NA
"Monostyla lunaris";NA;NA;58753;NA
"Ceratium carolinianum";NA;6431077;180929;NA
"Euastrum";439941;6045290;8529;130992
"Closterium";441805;11184444;7258;34145
"Micrasterias";439945;6053868;8362;130980
"Tabellaria fenestrata";NA;7931793;3246;NA
"Melosira";74463;11179416;2293;35124
"Nitzschia";87625;6476464;5074;2857
"Cryptomonas erosa";181184;NA;NA;400142
"Sphaerocystis schroeteri";NA;7588782;9170;1461601
"Tetraedrom minimum";NA;NA;NA;NA
"Ankistrodesmus";440592;5939135;5880;3108
"A. spiralis";NA;NA;NA;NA
"Navicula";87617;7962071;3651;50949
"Cyclotella glomerata";NA;NA;2470;NA
"Mallomonas akrokomos";604329;8213035;NA;52547
"Merismopedia tenuissima";NA;NA;739;271628
"Chroococcus limneticus";NA;8013906;660;665910
"Rhabdoderma lineare";NA;8003577;806;NA
"Alona quadrangularis";NA;5953446;83980;NA
"Kelicottia longispina";NA;NA;NA;NA
"Trichocerca cylindrica";NA;5869739;59076;NA
"Trichocerca pusilla";513521;5869667;59122;NA
"Colletheca mutabilis";NA;NA;NA;NA
"Gymnodinium palustre";NA;7640309;10073;142109
"Asterionella formosa";181160;7931824;591569;210441
"Fragilaria";74459;11175378;2936;33644
"Nanoflagellates";NA;NA;NA;NA
"Elakatothrix gelatinosa";NA;6058282;9413;NA
"Botryococcus braunii";678173;5987257;6308;38881
"Crucigenia quadrata";NA;NA;6235;NA
"Spondylosium planum";440007;NA;8472;184517
"Quadrigula closterioides";NA;5938647;NA;82291
"Scenedesmus longus";NA;NA;6192;119578
"Nephrocytium";NA;7590094;5967;1662584
"Dictyosphaerium pulchellum";NA;NA;6298;247497
"Cocconeia";NA;NA;NA;NA
"Dinobryon bavaricum";706037;6472055;NA;457356
"Chrysosphaerella longispina";510830;5793048;1670;420615
"Anabaena flos-aquae";NA;NA;NA;1166
"Salmo trutta";47318;10237843;161997;8032
"Lepomis gibbosus";11137;7249077;168144;270329
"Leptodora kindtii";8940;6248497;83972;77707
"Conochiloides dossuarius";NA;NA;59413;NA
"Kirchneriella lunaris";669613;7588520;NA;55413
"Tetraedron caudatum";785716;7588602;NA;302394
"C. tetrapaedia";NA;NA;NA;NA
"Ankistrodesmus falcatus";548272;7588480;5883;52960
"Anabaena";176344;7685123;1104;1163
"Coelosphaerium pallidum";NA;8011238;798;NA
"R. gorksii";NA;NA;NA;NA
"Salvelinus namaycush";85583;6985408;162002;8040
"Salvelinus fontinalis x S. namaycush";NA;NA;NA;NA
"Daphnia longiremis";24858;5952805;83887;42855
"Keratella cochlearis";31550;6007165;58364;204738
"Keratella testudo";NA;11181160;58389;NA
"Polyarthra euryptera";NA;5870140;59274;NA
"Synchaeta";31546;5870168;59259;204744
"Staurastrum";439953;6039133;7207;31317
"Quadrigula";898110;5938647;5943;82290
"Umbra limi";50260;6590576;162153;75935
"Paracyclops";455452;5968283;88735;938119
"Alona costata";88635;5953449;83983;2134056
"Notropis cornutus";NA;NA;163837;NA
"Daphnia dubia";24860;5952869;83912;42854
"Daphnia retrocurva";51835;5953030;83879;280788
"Crucigenia rectangularis";NA;8318205;NA;NA
"Crucigenia crucifera";NA;8318403;6227;NA
"Rhizosolenia eriensis";NA;NA;591670;1003149
"Cyclotella";87573;7666336;2443;29203
"Chroococcus";NA;7676161;658;70190
"Microcystis";176354;12158152;753;1125
"Trichotria tetractis";281609;6007311;58568;360708
"Diaptomus leptopus";NA;5969548;666923;NA
"Xanthidium";442454;10235931;8317;130983
"Perca flavescens";11269;7316102;168469;8167
"C. hippocrepis";NA;NA;NA;NA
"Coelastrum";669609;7868922;6278;55408
"Gyrosigma";300062;11192617;4626;197760
"Diceras";762770;6280537;810729;NA
"Aphanothece";NA;7673950;640;1121
"Amploblites rupestris";NA;NA;NA;NA
"Catostomus catostomus";50664;7163800;163894;43956
"Eucyclops agilis";83894;NA;667274;938091
"D. sicilis";NA;NA;NA;NA
"Daphnia ambigua";31948;5952813;83888;77756
"Daphnia parvula";30059;5952966;83880;132684
"K. serrulata";NA;NA;NA;NA
"Coelastrum cambricum";NA;7588182;NA;795110
"Fundulus diaphanus";50262;NA;913978;54267
"Pimphales notatus";NA;NA;NA;NA
"Daphnia galeata";152626;6248378;83878;27404
"Tabellaria flocculosa";604055;7931786;NA;426662
"Fragilaria crotonensis";604266;7931924;591618;210448
"Anacystis incerta";NA;7672080;620;NA
"Peridinium cinctum";317194;NA;10329;142111
"Euglena";544177;7055660;9623;3038
"Cyclops scutifer";746802;6261980;88686;516361
"Cyclops bicuspidatus";526529;NA;88790;NA
"Polyphemus pediculus";8938;6248466;83969;77662
"Zygnema";440245;6000876;7102;43951
"Sida crystallina";15713;NA;NA;77656
"Alona rectangula";275541;5953448;83986;NA
"Acroperus harpae";8906;5953431;84023;362322
"Gomphonema";603728;11192702;4914;97226
"Dinobryon divergens";706038;NA;NA;457357
"Desmidium";439939;6052806;8848;130975
"Xanthidium armatum";442505;7592806;8333;184535
"F. intermedia";400822;NA;NA;NA
"Halotheca";NA;NA;181715;NA
"Staurastrum megacanthum";NA;7593331;7527;NA
"Arthrodesmus octocornis";NA;NA;NA;NA
"S. serratus";NA;NA;NA;NA
"Synura";510836;8215379;1658;2991
"G. hyptopus";NA;NA;NA;NA
"Synedra nana";NA;7662731;3088;NA
"Carteria";440664;5961690;5433;47780
"Tetraedrom";NA;NA;NA;NA
"Benthic detritus";NA;NA;NA;NA
"Micropterus dolomieui";NA;12176568;168159;147949
"Micropterus salmoides";34791;7249029;168160;27706
"Coregonus artedii";NA;NA;161942;36181
"Coregonus clupeaformis";10571;NA;161941;59861
"Semotilus corporalis";50655;7097592;163375;520992
"Osmerus mordax";10696;6590217;162044;8014
"Prosopium cylindraceum";10574;6985339;162008;348696
"Coelosphaerium";NA;8237472;795;470208
"Aphanocapsa";NA;8009754;629;1119
"Salmo gairdneri";NA;NA;161991;857570
"Rhinichthys atratulus";50653;7098072;641826;67556
"Pleurosigma";NA;12122277;4596;197752
"Chlamydomonas";440637;5955386;5452;3052
"Pimphales promelas";NA;NA;NA;NA
"E. triquetra";NA;NA;NA;NA
"Synedra ulna";604604;NA;3027;426669
"Diatoma";603665;7663379;3216;2862
"S. arcuatus";NA;NA;NA;NA
"E. calpidia";NA;NA;NA;NA
"Eucentrum";NA;NA;NA;NA
"L. cristata";NA;NA;NA;NA
"E. acus";NA;NA;NA;NA
"Lecane mira";NA;5870282;58639;NA
"T. porcellus";NA;NA;NA;NA
"Lepadella triptera";NA;NA;NA;NA
