"original_name";"name_clear"
"Mesocyclops edax";"Mesocyclops edax"
"Polyphemus pediculus";"Polyphemus pediculus"
"copepod nauplii";"Copepod nauplii"
"Diaptomus minutus";"Diaptomus minutus"
"K. longispina";"Kelicottia longispina"
"K. taurocephala";"Keratella taurocephala"
"Gastropus stylifer";"Gastropus stylifer"
"P. inconspicuum";"Peridinium inconspicuum"
"Cryptomonas ovata";"Cryptomonas ovata"
"C. erosa";"Cryptomonas erosa"
"Oocyctis sp.";"Oocyctis"
"Navicula sp.";"Navicula"
"M. sp.";"Mallamonas"
"Dinobryon bavaricum";"Dinobryon bavaricum"
"D. sp.";"Dinobryon"
"M. punctata";"Merismopedia punctata"
