"original_name";"name_clear"
"Salvelinus fontinalis";"Salvelinus fontinalis"
"fish fry";"Fish fry"
"Mesocyclops edax";"Mesocyclops edax"
"Eucyclops agilis";"Eucyclops agilis"
"Polyphemus pediculus";"Polyphemus pediculus"
"copepod nauplii";"Copepod nauplii"
"Diaptomus minutus";"Diaptomus minutus"
"D. leptomus";"Diaptomus leptopus"
"D. sicilis";"D_sicilis"
"D. catawba";"Daphnia catawba"
"Bosmina longirsotris";"Bosmina longirsotris"
"Diaphanosoma birgei";"Diaphanosoma birgei"
"Chydorus sphaericus";"Chydorus sphaericus"
"K. taurocephala";"Keratella taurocephala"
"T. multicrinis";"T_multicrinis"
"T. pusilla";"Trichocerca pusilla"
"Gastropus stylifer";"Gastropus stylifer"
"Synchaeta sp.";"Synchaeta"
"Conochiloides dossuarius";"Conochiloides dossuarius"
"fish eggs";"Fish eggs"
"Zygnema sp.";"Zygnema"
"Euastrum sp.";"Euastrum"
"Closterium sp.";"Closterium"
"Tabellaria fenestrata";"Tabellaria fenestrata"
"periphyton";"Periphyton"
"Cryptomonas ovata";"Cryptomonas ovata"
"C. erosa";"Cryptomonas erosa"
"nanoflagellates";"Nanoflagellates"
"Oocyctis sp.";"Oocyctis"
"Sphaerocystis schroeteri";"Sphaerocystis schroeteri"
"Schroederia setigera";"Schroederia setigera"
"Botryococcus braunii";"Botryococcus braunii"
"Scenedesmus sp.";"Scenedesmus"
"Navicula sp.";"Navicula"
"M. sp.";"Mallamonas"
"Dinobryon bavaricum";"Dinobryon bavaricum"
"D. sp.";"Dinobryon"
"Diceras sp.";"Diceras"
"Merismopedia tenuissima";"Merismopedia tenuissima"
