"original_name";"name_clear"
"Salvelinus fontinalis";"Salvelinus fontinalis"
"Ictalurus nebulosus";"Ictalurus nebulosus"
"fish fry";"Fish fry"
"Mesocyclops edax";"Mesocyclops edax"
"Tropocyclops parsinus";"Tropocyclops parsinus"
"copepod nauplii";"Copepod nauplii"
"D. pulex";"Daphnia pulex"
"Bosmina longirsotris";"Bosmina longirsotris"
"Holopedium gibberum";"Holopedium gibberum"
"K. taurocephala";"Keratella taurocephala"
"T. multicrinis";"T_multicrinis"
"P. major";"Polyarthra major"
"Conochiloides dossuarius";"Conochiloides dossuarius"
"periphyton";"Periphyton"
"fish eggs";"Fish eggs"
"P. inconspicuum";"Peridinium inconspicuum"
"Gymnodinium palustre";"Gymnodinium palustre"
"Cryptomonas ovata";"Cryptomonas ovata"
"C. erosa";"Cryptomonas erosa"
"nanoflagellates";"Nanoflagellates"
"Oocyctis sp.";"Oocyctis"
"Sphaerocystis schroeteri";"Sphaerocystis schroeteri"
"Schroederia setigera";"Schroederia setigera"
"Arthrodesmus incus";"Arthrodesmus incus"
"Botryococcus braunii";"Botryococcus braunii"
"Crucigenia quadrata";"Crucigenia quadrata"
"C. tetrapaedia";"C. tetrapaedia"
"M. akrokomos";"Mallomonas akrokomos"
"M. sp.";"Mallamonas"
"D. sp.";"Dinobryon"
"Merismopedia tenuissima";"Merismopedia tenuissima"
