"name";"bold";"eol";"tsn";"ncbi"
"T. multicrinis";NA;NA;NA;NA
"C. unicornis";NA;NA;NA;NA
"P. wisconsinense";NA;NA;NA;NA
"S. dimorphus";NA;NA;NA;NA
"A. spiralis";NA;NA;NA;NA
"C. tetrapaedia";NA;NA;NA;NA
"Salvelinus fontinalis x S. namaycush";NA;NA;NA;NA
"C. hippocrepis";NA;NA;NA;NA
"D. sicilis";NA;NA;NA;NA
"K. serrulata";NA;NA;NA;NA
"R. sp1";NA;NA;NA;NA
"F. intermedia";400822;NA;NA;NA
"S. serratus";NA;NA;NA;NA
"G. hyptopus";NA;NA;NA;NA
"E. triquetra";NA;NA;NA;NA
"S. arcuatus";NA;NA;NA;NA
"E. calpidia";NA;NA;NA;NA
"L. cristata";NA;NA;NA;NA
"E. acus";NA;NA;NA;NA
"R. gorksii";NA;NA;NA;NA
