"original_name";"name_clear"
"Salvelinus fontinalis";"Salvelinus fontinalis"
"Salmo rutta";"Salmo trutta"
"Rhinichthys atratulus";"Rhinichthys atratulus"
"Osmerus mordax";"Osmerus mordax"
"Notemigonus crysoleucas";"Notemigonus crysoleucas"
"Pimphales promelas";"Pimphales promelas"
"Catostomus commersoni";"Catostomus commersoni"
"fish fry";"Fish fry"
"C. vernalis";"Cyclops vernalis"
"Mesocyclops edax";"Mesocyclops edax"
"Tropocyclops parsinus";"Tropocyclops parsinus"
"Leptodora kindtii";"Leptodora kindtii"
"copepod nauplii";"Copepod nauplii"
"Diaptomus minutus";"Diaptomus minutus"
"D. catawba";"Daphnia catawba"
"Bosmina longirsotris";"Bosmina longirsotris"
"Diaphanosoma birgei";"Diaphanosoma birgei"
"Holopedium gibberum";"Holopedium gibberum"
"A. quadrangularis";"Alona quadrangularis"
"Kelicottia bostoniensis";"Kelicottia bostoniensis"
"K. longispina";"Kelicottia longispina"
"Keratella cochlearis";"Keratella cochlearis"
"K. taurocephala";"Keratella taurocephala"
"Gastropus stylifer";"Gastropus stylifer"
"G. hyptopus";"G_hyptopus"
"P. major";"Polyarthra major"
"P. remata";"Polyarthra remata"
"C. unicornis";"C. unicornis"
"P. wisconsinense";"P_wisconsinense"
"P. inconspicuum";"Peridinium inconspicuum"
"Gymnodinium palustre";"Gymnodinium palustre"
"Staurastrum megacanthum";"Staurastrum megacanthum"
"Tabellaria fenestrata";"Tabellaria fenestrata"
"Asterionella formosa";"Asterionella formosa"
"periphyton";"Periphyton"
"fish eggs";"Fish eggs"
"Cryptomonas ovata";"Cryptomonas ovata"
"C. erosa";"Cryptomonas erosa"
"Oocyctis sp.";"Oocyctis"
"Elakatrothrix gelatinosa";"Elakatothrix gelatinosa"
"Arthrodesmus incus";"Arthrodesmus incus"
"Spondylosium planum";"Spondylosium planum"
"Pediastrum tetras";"Pediastrum tetras"
"Scenedesmus sp.";"Scenedesmus"
"Dictyosphaerium pulchellum";"Dictyosphaerium pulchellum"
"M. sp.";"Mallamonas"
"Dinobryon bavaricum";"Dinobryon bavaricum"
"S. sp.";"Synura"
"A. flos-aquae";"Anabaena flos-aquae"
"Coelosphaerium sp.";"Coelosphaerium"
