"original_name";"name_clear"
"Salvelinus fontinalis";"Salvelinus fontinalis"
"fish fry";"Fish fry"
"C. scutifer";"Cyclops scutifer"
"copepod nauplii";"Copepod nauplii"
"Diaptomus minutus";"Diaptomus minutus"
"D. leptomus";"Diaptomus leptopus"
"D. pulex";"Daphnia pulex"
"Diaphanosoma birgei";"Diaphanosoma birgei"
"Holopedium gibberum";"Holopedium gibberum"
"Chydorus sphaericus";"Chydorus sphaericus"
"K. longispina";"Kelicottia longispina"
"K. taurocephala";"Keratella taurocephala"
"P. vulgaris";"Polyarthra vulgaris"
"Conochiloides dossuarius";"Conochiloides dossuarius"
"fish eggs";"Fish eggs"
"periphyton";"Periphyton"
"Cryptomonas ovata";"Cryptomonas ovata"
"Oocyctis sp.";"Oocyctis"
"Schroederia setigera";"Schroederia setigera"
"Botryococcus braunii";"Botryococcus braunii"
"M. sp.";"Mallamonas"
"D. sp.";"Dinobryon"
