"name";"bold";"eol";"tsn";"ncbi"
"Protozoa";NA;11147850;46140;NA
"Callianassa";211623;6324716;97736;338195
"Grapsidae";1542;6328629;NA;39556
"Phoronida";370374;10219354;155457;120557
"Urechis";27336;8058999;155148;6430
"Lumbrinereis";NA;7895931;NA;NA
"Notomastus";122707;7898213;67427;104742
"Ardeidae";1444;11144384;174771;8899
"Clevelandia";76485;10209022;171748;185731
"Sander vitreus";50251;7316227;650173;283036
"Myliobatoidei";NA;NA;563996;NA
"Nereis";160009;12223529;65873;6351
"Glycera";29423;7526493;66106;6349
"Nemertea";497163;11151277;57592;6217
"Terns";NA;NA;21376;NA
"Shorebirds";NA;NA;NA;8906
"Pleuronectidae";1126;12221216;172859;8256
"Cerebratulus";25888;NA;57450;6220
"Loon";NA;NA;28669;NA
"Cormorant";NA;NA;174724;9209
"Morone saxatilis";50672;7225456;NA;34816
"Melanitta";3177;10185172;175166;198026
"Homo sapiens";12439;7244433;NA;9606
"Primary producers";NA;NA;NA;NA
