"original_name";"name_clear"
"Detritus";"Detritus"
"Organic macrodebris";"Detritus"
"Bathyporeia";"Bathyporeia"
"Bacteria";"Bacteria"
"Nemertea";"Nemertea"
"Errant polychaeta";"Polychaeta"
"Isopods";"Isopoda"
"Cumacea";"Cumacea"
"Turbellaria";"Turbellaria"
"Protozoa";"Protozoa"
"Bullia";"Bullia"
"Ovalipes";"Ovalipes"
"Gastrosaccus";"Gastrosaccus"
"Callianassa";"Callianassa"
"Donax";"Donax"
"Talorchestia";"Talorchestia"
"Sedentary polychaeta";"Polychaeta"
"Larus";"Larus"
"Curlew sandpiper";"Calidris ferruginea"
"Sanderling";"Calidris alba"
"Nematode worms";"Nematoda"
"Elasmobranch fishes";"Elasmobranchii"
"Predatory fishes";"Pisces"
