"name";"bold";"eol";"tsn";"ncbi"
"Convolvulus arvensis";"121361";"53417538";"30705";"4123"
"Brassica";"125836";"61404957";"23059";"3705"
"Lepidium latifolium";"288921";"57294696";"503379";"153343"
"Centaurea solstitialis";"297691";"46181245";"36972";"347529"
"Lactuca serriola";"101000";"50887855";"36608";"75943"
"Asclepias fascicularis";"673592";"59949994";"30267";"397857"
"Eupeodes fumipennis";"200910";"55737907";"140042";"414740"
"Lasioglossum incompletum";"97450";"46486277";"758605";"1039635"
"Paragus haemorrhous";"31514";"46445549";"139866";"221790"
"Halictus ligatus";"21910";"55777722";"757769";"77576"
"Halictus tripartitus";"85388";"52183980";"757862";"115099"
"Toxomerus marginatus";"30750";"55737847";"139895";"115329"
"Melissodes lupina";"196909";"52192855";"766331";NA
"Sphaerophoria sulphuripes";"388612";"51991212";"140270";"1888024"
"Allograpta obliqua";"92334";"46445571";"139918";"414762"
"Diadasia enavata";"107085";"46497963";"699110";"70983"
"Anthophora urbana";"96636";"46496657";"698940";"156285"
"Carduus pycnocephalus";"421871";"61367534";"35788";"143180"
"Ambrosia";"121644";"57237958";"36500";"4211"
"Silybum marianum";"292019";"61370400";"38413";"92921"
"Megachile gentilis";"187557";"55786137";"761491";"1452480"
"Ceratina acantha";"85385";"46501879";"684878";"1281819"
"Bombus melanopygus";"84757";"52193890";"714820";"207638"
"Lasioglossum diversopunctatum";"94640";"52182147";"758341";NA
"Megachile rotundata";"21202";"55785593";"154369";"143995"
"Ceriana tridens";NA;"51993776";"141225";NA
"Ceratina dallatorreana";"686543";"46501897";"684896";"1281816"
"Melissodes robustior";"468641";"52192812";"699380";NA
"Triepeolus";"7319";"46500512";"694807";"156367"
"Scaeva pyrastri";"18596";"55737974";"140241";"219539"
"Syrphus opinator";"201622";"55737999";"140286";"414864"
"Sphaerophoria contigua";"88363";"51991206";NA;"497896"
"Eristalis arbustorum";"48286";"55738299";"140917";"1124515"
"Syritta flaviventris";"386026";NA;"141418";"1740217"
"Eschscholzia californica";"510012";"46202843";NA;"3467"
"Ceanothus";"436510";"46205915";"28457";"22922"
"Baccharis salicifolia";"297695";NA;"183763";"427666"
"Eupeodes volucris";"388028";"55737924";"140089";"1124560"
"Lasioglossum megastictum";NA;"52182599";"758792";NA
"Megachile onobrychidis";"96632";"61808082";NA;"1452483"
"Sphaerophoria pyrrhina";"388611";"55737987";"140265";"1124556"
"Sambucus mexicana";"416268";"50878236";NA;"1053966"
"Heteromeles arbutifolia";"436745";"52835170";"25174";"36612"
"Toxomerus occidentalis";"388629";"51991163";"139898";NA
"Andrena cerasifolii";"96626";"52194482";"654213";NA
"Rosa californica";"446000";"61395756";"24818";"74641"
"Eriogonum fasciculatum";"678747";"46189855";"527990";"429205"
"Salvia";"196523";"57257819";"32684";"21880"
"Malvella leprosa";"648352";"61394468";"21846";"1441990"
"Ceratina arizonensis";"283741";"52188749";"684882";NA
"Hylaeus mesillae";"20872";"55776052";"655743";"313019"
"Triepeolus heterurus";NA;NA;NA;NA
"Osmia granulosa";"297356";"52178350";"756905";NA
"Andrena angustitarsata";"84722";"52194418";"654149";NA
"Lasioglossum impavidum";"97420";"52182406";"758601";NA
"Osmia texana";"204353";"52178259";"715632";NA
"Atriplex lentiformis";"416642";"50860377";"20543";"89475"
"Ceanothus hearstiorum";"436519";"50920076";"28475";"73682"
"Lupinus";"278934";"51309215";"25921";"3869"
"Lotus unifoliolatus";NA;NA;NA;"181289"
"Ceratina nanula";"162291";"46501915";"684914";"1161896"
"Megachile angelarum";"91090";"46493391";"761011";"889119"
