"name";"bold";"eol";"tsn";"ncbi"
"Endocladia muricata";"255792";"12923895";"12287";"31421"
"Gigartina agardhii";NA;NA;"12102";"1088766"
"Lasaea cistula";NA;"29683277";"80610";NA
"Acmaea digitalis";NA;"30588204";NA;NA
"Acmaea scabra";NA;"22206413";NA;NA
"Balanus glandula";"27883";"12091285";"89609";"110520"
"Littorina scutulata";"182798";"12095523";"70401";"31221"
"Tegula funebralis";"296223";"12096288";"69950";"80350"
"Chthamalus dalli";"27415";"12921544";"89592";"116181"
"Chthamalus microtretus";NA;NA;NA;NA
"Suidasia";"171884";"13578244";NA;"223624"
"Littorina planaxis";"296213";"14987007";"70425";NA
"Acmaea pelta";NA;NA;NA;NA
"Cyanoplax dientens";NA;NA;NA;NA
"Dynamenella glabra";NA;NA;NA;NA
"Syllis vittata";"515199";"12443875";NA;"906917"
"Syllis spenceri";NA;NA;NA;NA
"Nereis grubei";NA;"15016262";"65913";NA
"Allochertes ptilocerus";NA;NA;NA;NA
"Hyale";"32044";"12134529";"94038";"199485"
"Diaulota densissima";"505354";"21828316";"113270";"619336"
"Pachygrapsus crassipes";"576218";"12900827";"99048";"307936"
"Pagurus samuelis";"503355";"12899690";"97787";"519094"
"Filicrisia franciscana";NA;"29999714";"155626";NA
"Musculus";"175657";"12146648";"76439";"112137"
"Perinereis monterea";NA;"29562851";NA;NA
"Notoplana acticola";NA;"22332391";NA;"34505"
"Nemertopsis gracilis";NA;"29498375";"57501";NA
"Thais emarginata";NA;"12927025";"73317";NA
"Acanthina spirata";"296214";"22222341";"73436";NA
"Agauopsis";NA;"12261128";"82816";"1884892"
"Rhombognathus";NA;"12078571";"82828";"768130"
"Emplectonema gracilis";NA;NA;NA;NA
"Arenaria melanocephala";"17425";"11818998";"176574";"279931"
