"original_name";"name_clear"
"Detritus";"Detritus"
"Bacteria";"Bacteria"
"Fungi";"Fungi"
"Ciliated protozoa";"Cnidiria"
"Phytoplankton";"Phytoplankton"
"Epiphytic algae";"Algae"
"Benthic algae";"Algae"
"Cyclops (copepod)";"Cyclops"
"Rotatoria";"Rotatoria"
"Macrophytes";"Macrophytes"
"Nemoura";"Nemoura"
"Leptophlebia (mayfly)";"Leptophlebia"
"Lepidurus (tadpole shrimp)";"Lepidurus"
"Mystacides";"Mystacides"
"Eiseniella";"Eiseniella tetraedra"
"Limnephilus";"Limnephilus"
"Holopedium";"Holopedium"
"Eurycercus";"Eurycercus"
"Procladius";"Procladius"
"Lymnaea";"Lymnaea"
"Gammarus (amphipod)";"Gammarus"
"Platambus";"Platambus"
"Diura";"Diura"
"Bosminia";"Bosmina"
"Salmo (brown trout)";"Salmo trutta"
"Heteroscope";"Heteroscope"
"Hydra";"Hydra"
"Megacyclops";"Megacyclops"
"Anatidae";"Anatidae"
"Homo (man)";"Homo sapiens"
"Mustela (mink)";"Mustela"
