"name";"bold";"eol";"tsn";"ncbi"
"Cnidiria";NA;NA;NA;NA
"Rotatoria";"105753";"16059738";NA;NA
"Nemoura";"184983";"12415497";"102526";"62803"
"Leptophlebia";"5264";"13336752";"101165";"219461"
"Lepidurus";"5296";"13588843";"585973";"63724"
"Mystacides";"95722";"12369265";"116604";"446512"
"Eiseniella tetraedra";"127165";"13037113";"976647";"1302610"
"Holopedium";"4547";"12613740";"83957";"77710"
"Eurycercus";"5258";"12180256";"84020";"77714"
"Platambus";"169029";"13037048";"728310";"156915"
"Diura";"186713";"13337148";"103094";NA
"Bosmina";"4568";"5818274";"83940";NA
"Heteroscope";NA;NA;NA;NA
"Megacyclops";"355435";"13356637";"88753";NA
"Mustela";"6868";"11146201";"180553";NA
