"original_name";"name_clear"
"E. superba";"Euphausia superba"
"C.lucasii";"Cyllopus lucasii"
"S. gazellae (30-60mm)";"Sagitta gazellae"
"S. gazellae (60-90mm)";"Sagitta gazellae"
"S. thompsoni";"Salpa thompsoni"
"B. picta";"Brachioteuthis picta"
"B. antarcticus (60-90mm)";"Bathylagus antarcticus"
"B. antarcticus (90-120mm)";"Electrona antarctica"
"E. antarctica (30-60mm)";"Electrona antarctica"
"E. antarctica (60-90mm)";"Electrona antarctica"
"E. antarctica (90-120mm)";"Electrona antarctica"
"G. braueri (60-90mm)";"Gymnoscopelus braueri"
"G. braueri (90-120mm)";"Gymnoscopelus braueri"
"P. bolini";"Protomyctophum bolini"
"P. tenisoni";"Protomyctophum tenisoni"
"Diatoms";"Diatoms"
"Dinoflaggelates";"Pyrrophycophyta"
"Radiolarians";"Radiolaria"
"Tintinnids";"Tintinnidae"
"Oithona";"Oithona"
"Other copepods";"Copepoda"
"Euphausiids";"Euphausiacea"
"Pelagobia";"Pelagobia"
"Siphonophores";"Siphonophorae"
"Salpa";"Salpa"
"Gelatinous tunicates";"Gelatinous tunicates"
"Calanidae";"Calanidae"
"Metridia";"Metridia"
"Euphausia";"Euphausia"
"Thysanoessa";"Thysanoessa"
"Chaetognaths";"Chaetognatha"
"Silicoflagellates";"Dictyochales"
"Foraminifera";"Foraminifera"
"Copepod nauplii";"Copepod nauplii"
"Limacina";"Limacina"
"Others";"Others"
"Oncaea";"Oncaea"
"Heterorhabdus";"Heterorhabdus"
"Conchoecia";"Conchoecia"
"Hyperids";"Hyperids"
"Oikopleura";"Oikopleura"
"Aetideidae";"Aetideidae"
"Euphausid larvae";"Euphausid larvae"
"Pleuromamma";"Pleuromamma"
"Euchaeta";"Euchaeta"
"Eukrohnia";"Eukrohnia"
