"ID","Species","Interactions","Connectance","Type of interactions","Type of data","Reference","Locality of Studi","Latitude","Longitude"
"M_PL_042","18","25","0.347","Pollination","0","Philipp M, Böcher J, Siegismund HR, Nielsen LR (2006) Ecography 29:531-540. (Philipp, M., Böcher, J., Siegismund, H. R. and Nielsen, L. R. 2006. Structure of a plant-pollinator network on a pahoehoe lava desert of the Galápagos Islands. – Ecography 29: 531– 40.)","Puerto Villamil, Isabela Island, Galapagos","-0.949194","-90.977222"
