"original_name";"name_clear"
"Centris aenea";"Centris aenea"
"Centris fuscata";"Centris fuscata"
"Centris caxiensis";"Centris caxiensis"
"Centris tarsata";"Centris tarsata"
"Centris flavifrons";"Centris flavifrons"
"Centris trigonoides";"Centris trigonoides"
"Centris obsoleta";"Centris obsoleta"
"Epicharis sp1 M_PL_059";"Epicharis"
"Apis mellifera";"Apis mellifera"
"Centris sp1 M_PL_059";"Centris"
"Centris sp2 M_PL_059";"Centris"
"Xylocopa sp1 M_PL_059";"Xylocopa"
"Xylocopa grisescens";"Xylocopa grisescens"
"Diplopterys pubipetala";"Diplopterys pubipetala"
"Byrsonima gardnerana";"Byrsonima gardnerana"
"Banisteriopsis muricata";"Banisteriopsis muricata"
"Heteropterys sp1 M_PL_059";"Heteropterys"
"Heteropterys sp2 M_PL_059";"Heteropterys"
"Dicella bracteosa";"Dicella bracteosa"
"Carolus chasei";"Carolus chasei"
"Stigmaphyllon paralias";"Stigmaphyllon paralias"
"Banisteriopsis stellaris";"Banisteriopsis stellaris"
"Banisteriopsis schizoptera";"Banisteriopsis schizoptera"
"Stigmaphyllon auriculatum";"Stigmaphyllon auriculatum"
"Stigmaphyllon ciliatum";"Stigmaphyllon ciliatum"
"Janusia anisandra";"Janusia anisandra"
